pid,locid,majorarea,hindex,name
427977,20408.0,computerscience,2.0,Mojgan  Mohtashami
427978,20408.0,computerscience,10.0,Luyin  Zhao
427982,443.0,computerscience,4.0,Sugato  Basu
427985,443.0,computerscience,26.0,Razvan C. Bunescu
427986,443.0,computerscience,15.0,Rohit J. Kate
427990,537.0,computerscience,66.0,Ronald S. Klein
428004,574.0,computerscience,5.0,Yizhan  Sun
428030,5832.0,computerscience,3.0,Zan  Yang
428031,5832.0,computerscience,6.0,Byeong E. Min
428034,5832.0,computerscience,11.0,Sanghoan  Chang
428044,3762.0,computerscience,1.0,Wenhong  Tian
428050,59.0,computerscience,43.0,Jerome P. Lynch
428052,277.0,computerscience,1.0,Gloria T. Lau
428053,277.0,computerscience,6.0,Jinxing  Cheng
428054,277.0,computerscience,4.0,Xiaoshan  Pan
428084,1567.0,computerscience,1.0,Ye  Su
428086,1567.0,computerscience,2.0,Sanghamitra  Das
428088,1567.0,computerscience,30.0,Huang  Zhu
428093,386.0,computerscience,61.0,Huabei  Yin
428096,218.0,computerscience,2.0,Penny P. Chen
428097,218.0,computerscience,4.0,Hui-Hua  Wen
428110,5588.0,computerscience,2.0,Abdou  Maiga
428120,316.0,computerscience,10.0,Jessica H. Lin
428121,316.0,computerscience,23.0,Chotirat  Ratanamahatana
428122,316.0,computerscience,0.0,Xiaopeng  Xi
428124,316.0,computerscience,4.0,Lexiang  Ye
428125,316.0,computerscience,28.0,Jin-Wien  Shieh
428128,316.0,computerscience,13.0,Thanawin  Rakthanmanon
428129,316.0,computerscience,7.0,Jesin  Zakaria
428130,316.0,computerscience,5.0,Yuan  Hao
428135,3762.0,computerscience,58.0,Sanjay  Sharma
428137,481.0,computerscience,30.0,Yingtao  Jiang
428138,481.0,computerscience,7.0,Yiyan  Tang
428139,481.0,computerscience,6.0,Lie  Qian
428140,481.0,computerscience,8.0,Xiangyang  Liu
428141,410.0,computerscience,16.0,Zehang  Sun
428142,410.0,computerscience,8.0,Leandro A. Loss
428144,410.0,computerscience,9.0,Bingdong  Li
428150,38.0,computerscience,39.0,Wen-Jaw J. Tsai
428151,12.0,computerscience,13.0,Teck-Kuen  Chua
428162,416.0,computerscience,8.0,Jay  Aikat
428175,1244.0,computerscience,1.0,Wenhui  Jia
428176,1244.0,computerscience,2.0,Jiandong  Shen
428179,995.0,computerscience,26.0,Tarek M. Taha
428183,3267.0,computerscience,1.0,Fangxu  Dong
428184,3267.0,computerscience,8.0,Zhenhua  Huang
428190,405.0,computerscience,18.0,Chien-Feng  Huang
428191,62.0,computerscience,28.0,Andre  Berger
428198,6577.0,computerscience,5.0,Borinara  Park
428199,316.0,computerscience,14.0,Jinfeng  Ni
428200,316.0,computerscience,1.0,Shanzhong  Zhu
428201,316.0,computerscience,12.0,Saugat  Majumdar
428206,320.0,computerscience,8.0,Mark J. Boyd
428222,454.0,computerscience,7.0,Livio  Soares
428224,296.0,computerscience,1.0,Zhuangjian  Wei
428240,995.0,computerscience,9.0,Gabriel  Hernandez
428241,995.0,computerscience,1.0,Angran  Xiao
428243,995.0,computerscience,4.0,Hae-Jin  Choi
428253,12.0,computerscience,12.0,Ying  Jin
428255,351.0,computerscience,1.0,Chun  Wei
428256,351.0,computerscience,4.0,Qichao  Liu
428258,169.0,computerscience,3.0,Yongying  Gao
428259,169.0,computerscience,1.0,Mingquan  Wu
428260,169.0,computerscience,11.0,Ramin  Eslami
428261,169.0,computerscience,24.0,Syed A. Khayam
428262,169.0,computerscience,14.0,Ki-Moon  Lee
428264,169.0,computerscience,2.0,Yongju  Cho
428278,499.0,computerscience,41.0,Purvesh  Khatri
428279,499.0,computerscience,10.0,Bogdan  Done
428280,499.0,computerscience,3.0,Nadeem A. Ansari
428281,499.0,computerscience,5.0,Calin  Voichita
428282,2799.0,computerscience,16.0,Wen-Chiang  Huang
428283,2799.0,computerscience,37.0,Quanxing  Zhang
428284,2799.0,computerscience,22.0,Men  Long
428292,464.0,computerscience,17.0,Chien-Chi  Lin
428297,464.0,computerscience,21.0,Juyong  Kwon
428298,464.0,computerscience,0.0,Yu-Ying  Tai
428300,995.0,computerscience,3.0,Rajaram B. Krishnamurthy
428306,5588.0,computerscience,12.0,Elarbi  Badidi
428311,421.0,computerscience,2.0,Yunheng  Wang
428312,421.0,computerscience,30.0,Shengguang  Qian
428327,23669.0,computerscience,23.0,Alessandro L. Koerich
428333,23669.0,computerscience,12.0,Paulo R. Cavalin
428334,23669.0,computerscience,7.0,Jean-Francois  Connolly
428362,545.0,computerscience,6.0,Yung-Pin  Cheng
428363,1535.0,computerscience,22.0,Kup S. Choi
428364,1535.0,computerscience,24.0,Weiming  Wang
428367,218.0,computerscience,3.0,Jay  Feng
428372,21543.0,computerscience,10.0,Hailong  Cui
428373,21543.0,computerscience,2.0,Jian  Kang
428392,218.0,computerscience,19.0,Morteza  Dehghani
428394,218.0,computerscience,15.0,Andrew  Lovett
428395,218.0,computerscience,10.0,Jon  Wetzel
428400,388.0,computerscience,13.0,Shiau H. Lim
428402,388.0,computerscience,4.0,Li-Lun  Wang
428411,458.0,computerscience,2.0,Zhenning  Shi
428428,3491.0,computerscience,55.0,Chengcui  Zhang
428429,3491.0,computerscience,19.0,Jianhua  Yan
428430,3491.0,computerscience,23.0,Na  Zhao
428432,3491.0,computerscience,25.0,Zheng  Cui
428440,71.0,computerscience,13.0,Han-Ku  Lee
428441,71.0,computerscience,12.0,Sangmi  Lee
428442,71.0,computerscience,14.0,Ji  Shen
428446,223.0,computerscience,6.0,Kee-Tae  Kim
428447,223.0,computerscience,28.0,Fengliang  Xu
428448,223.0,computerscience,10.0,Xutong  Niu
428449,223.0,computerscience,19.0,Ruijin  Ma
428450,223.0,computerscience,30.0,Lin  Yan
428451,223.0,computerscience,17.0,Shaojun  He
428452,223.0,computerscience,3.0,I-Chieh  Lee
428455,256.0,computerscience,34.0,Souripriya  Das
428459,499.0,computerscience,22.0,Kunrong  Chen
428460,499.0,computerscience,0.0,Shaochun  Xu
428465,545.0,computerscience,10.0,Xiaopeng  Xiong
428486,12.0,computerscience,18.0,Hyo-Sik  Yang
428487,12.0,computerscience,19.0,Patrick  Seeling
428503,22769.0,computerscience,7.0,Angelo  Rossi
428563,6037.0,computerscience,8.0,Katherine G. Herbert
428564,6037.0,computerscience,6.0,Sen  Zhang
428565,6037.0,computerscience,4.0,Mugdha  Khaladkar
428566,6037.0,computerscience,4.0,Dongrong  Wen
428576,7592.0,computerscience,8.0,Hui  Hu
428582,1767.0,computerscience,7.0,Kuo-Di  Jian
428591,1490.0,computerscience,7.0,Phillip A. Rhodes
428593,256.0,computerscience,35.0,Tongdan  Jin
428606,995.0,computerscience,3.0,Jinpeng  Wei
428607,995.0,computerscience,19.0,Younggyun  Koh
428608,995.0,computerscience,5.0,Gueyoung  Jung
428609,995.0,computerscience,2.0,Qinyi  Wu
428621,1026.0,computerscience,4.0,Weixia  Yu
428624,160.0,computerscience,3.0,Xiaoyan  Zhao
428625,223.0,computerscience,12.0,Richard P. Sharp
428626,223.0,computerscience,6.0,Sameep  Mehta
428627,223.0,computerscience,11.0,Yootai  Kim
428628,223.0,computerscience,42.0,Sundaresan  Raman
428640,464.0,computerscience,8.0,Keith  Grochow
428652,1858.0,computerscience,27.0,Hong  Peng
428654,285.0,computerscience,4.0,Chul-Woo  Choi
428659,1048.0,computerscience,3.0,Jiaqin  Chen
428660,1048.0,computerscience,18.0,Jianchang  Qi
428661,1048.0,computerscience,5.0,Arpan  Biswas
428667,4151.0,computerscience,28.0,Che-Yi  Yin
428668,5832.0,computerscience,12.0,Ching-seh  Wu
428670,5832.0,computerscience,22.0,Seok J. Yun
428671,5832.0,computerscience,44.0,Guobin  He
428672,5832.0,computerscience,2.0,Dongmin  Zhang
428675,40.0,computerscience,49.0,Gongqin  Shen
428688,315.0,computerscience,1.0,Szu-Hsien  Lee
428700,995.0,computerscience,4.0,I-Lin  Wang
428702,995.0,computerscience,14.0,Andreea  Popescu
428704,995.0,computerscience,27.0,Yufeng  Yao
428705,995.0,computerscience,2.0,Chunhua  Gao
428706,995.0,computerscience,15.0,Senay  Solak
428707,995.0,computerscience,20.0,Sangho  Shim
428708,995.0,computerscience,12.0,Yu-Heng  Chang
428709,995.0,computerscience,13.0,Jon D. Petersen
428736,5588.0,computerscience,11.0,Joumana  Ghosn
428738,5588.0,computerscience,34.0,Pascal  Vincent
428739,5588.0,computerscience,30.0,Dumitru  Erhan
428740,5588.0,computerscience,24.0,James  Bergstra
428741,5588.0,computerscience,18.0,Olivier  Delalleau
428743,238.0,computerscience,4.0,Shengyu  Zhang
428744,256.0,computerscience,7.0,Clark G. Hagerty
428745,256.0,computerscience,9.0,Sukmoon  Chang
428747,256.0,computerscience,3.0,HwaSeob J. Yun
428750,256.0,computerscience,2.0,Jiankuan  Ye
428751,256.0,computerscience,73.0,Baiyang  Liu
428764,21955.0,computerscience,17.0,Dmitry  Korkin
428767,4441.0,computerscience,2.0,Bonnie L. Rogers
428769,458.0,"computerscience,bmi",2.0,James C. Reichert
428772,1254.0,computerscience,2.0,Sai  Pinnepalli
428773,1254.0,computerscience,0.0,Sheena J. Miller
428781,995.0,computerscience,20.0,Matthew  Might
428798,3267.0,computerscience,15.0,Haiyun  Wang
428799,3267.0,computerscience,25.0,Huawei  Song
428800,3267.0,computerscience,2.0,Zhuyu  You
428805,1048.0,computerscience,29.0,Jaewoo  Kang
428807,1048.0,computerscience,24.0,Shriraghav  Kaushik
428808,1048.0,computerscience,10.0,Rajasekar  Krishnamurthy
428809,1048.0,computerscience,17.0,Gang  Luo
428816,1048.0,computerscience,4.0,Jiansheng  Huang
428820,1048.0,computerscience,10.0,Yeye  He
428821,1048.0,computerscience,11.0,Chong  Sun
428823,1048.0,computerscience,4.0,Yueh-Hsuan  Chiang
428824,1048.0,computerscience,9.0,Jiexing  Li
428826,221.0,computerscience,14.0,Ji-Ae  Shin
428835,12.0,computerscience,7.0,Maurice  Carey
428839,7320.0,computerscience,7.0,Xiaochuan P. Yuan
428843,277.0,computerscience,5.0,Xuanming  Su
428848,355.0,computerscience,2.0,Huairui  Guo
428849,355.0,computerscience,2.0,Xuejun  Zhu
428850,160.0,computerscience,29.0,Yingchun  Zhu
428858,386.0,computerscience,6.0,Huan  Ren
428861,1535.0,computerscience,30.0,Kaizhu  Huang
428862,22597.0,computerscience,16.0,Cheung-Ming  Lai
428863,22597.0,computerscience,1.0,Xudong  Xie
428866,5253.0,computerscience,12.0,Duoduo  Liao
428869,5253.0,computerscience,6.0,Hongjun  Yu
428873,223.0,computerscience,103.0,Arjav J. Chakravarti
428874,388.0,computerscience,10.0,Xuehua  Shen
428875,11669.0,computerscience,11.0,Angelina A. Tzacheva
428876,11669.0,computerscience,2.0,Li-Shiang  Tsay
428877,11669.0,computerscience,2.0,Seunghyun  Im
428879,2799.0,computerscience,4.0,Sock H. Chung
428885,1048.0,computerscience,42.0,Hongxu  Ni
428886,1048.0,computerscience,6.0,Meng-I  Kuo
428887,1048.0,computerscience,2.0,Huai-Wen  Yang
428888,1048.0,computerscience,22.0,Sanghoon  Ko
428889,1048.0,computerscience,9.0,Changhui  Sun
428890,1048.0,computerscience,4.0,Filiz  Altay
428893,11412.0,computerscience,11.0,Eddie A. Davis
428903,59.0,computerscience,13.0,Chong  Xu
428904,59.0,computerscience,18.0,Ashish  Gehani
428915,6037.0,computerscience,35.0,Yumei  Huo
428916,6037.0,computerscience,42.0,Haibing  Li
428918,12825.0,computerscience,0.0,Zhongren  Cao
428919,12825.0,computerscience,12.0,Hanyu  Li
428921,12825.0,computerscience,10.0,Mubashir I. Syed
428922,12825.0,computerscience,5.0,Di  Zheng
428924,12825.0,computerscience,31.0,Yulong  Zou
428925,12825.0,computerscience,29.0,Nansai  Hu
428926,12825.0,computerscience,13.0,Sanqing  Hu
428951,313.0,computerscience,2.0,Nija  Shi
428952,313.0,computerscience,1.0,Matthew  Roper
428954,3762.0,computerscience,1.0,Feiyi  Wang
428974,6037.0,computerscience,19.0,Pingtao  Yan
428975,6037.0,computerscience,39.0,Jianlin  Gao
428976,6037.0,computerscience,29.0,Meimei  Gao
428977,6037.0,computerscience,33.0,Congzhe  Zhang
428978,6037.0,computerscience,11.0,Zhen  Guo
428979,6037.0,computerscience,14.0,Zaihan  Jiang
428987,386.0,computerscience,9.0,Ahmet M. Bagci
428989,386.0,computerscience,2.0,Isa  Yildirim
428990,386.0,computerscience,14.0,Fatimah  Mohammad
428997,497.0,computerscience,12.0,Sharath R. Cholleti
428998,497.0,computerscience,9.0,Rouhollah  Rahmani
428999,465.0,computerscience,7.0,Qinghua  Ma
429000,465.0,computerscience,17.0,Karim S. Karim
429001,465.0,computerscience,7.0,Sheng  Tao
429002,465.0,computerscience,25.0,Peyman  Servati
429005,23977.0,computerscience,32.0,Xiaolong  Jin
429007,5588.0,computerscience,21.0,Mario  Latendresse
429026,428.0,computerscience,45.0,Samvith  Srinivas
429032,1048.0,computerscience,35.0,Mankyu  Sung
429038,12.0,computerscience,11.0,Zhiyong  Xie
429042,2711.0,computerscience,20.0,Shaun H. Cooper
429053,287.0,computerscience,4.0,Xiaoling  Huang
429054,292.0,computerscience,29.0,Tseng-Hui  Lin
429056,292.0,computerscience,28.0,Sung-Hoon  Ko
429057,292.0,computerscience,3.0,Yuh-Jye  Chang
429058,292.0,computerscience,3.0,Mehmet  Sen
429059,292.0,computerscience,3.0,Myeongjin  Lee
429060,292.0,computerscience,2.0,Bokyun  Na
429063,292.0,computerscience,9.0,Choonhan  Youn
429064,292.0,computerscience,1.0,Minjun  Wang
429069,1048.0,computerscience,27.0,Tevfik  Kosar
429070,1048.0,computerscience,9.0,Sechang  Son
429078,5832.0,computerscience,22.0,Jae H. Kwon
429082,3267.0,computerscience,17.0,Cigdem  Gunduz
429086,3267.0,computerscience,6.0,Cemal C. Bilgin
429087,3267.0,computerscience,6.0,Cagri  Ozcaglar
429090,1350.0,computerscience,39.0,Hui-Fung F. Wang
429091,1350.0,computerscience,12.0,Fethi  Belkhouche
429127,5832.0,computerscience,4.0,Debra A. Fowler
429130,1301.0,computerscience,1.0,Su  Wen
429131,1301.0,computerscience,11.0,Lili  Wang
429133,1301.0,computerscience,0.0,Shufeng  Huang
429136,390.0,computerscience,5.0,Lili  Sun
429137,390.0,computerscience,7.0,Sunita S. Rao
429142,507.0,computerscience,5.0,Yier  Jin
429143,507.0,computerscience,6.0,Dzmitry  Maliuk
429152,395.0,computerscience,9.0,Adam E. Gaweda
429154,395.0,computerscience,4.0,Grzegorz M. Boratyn
429155,395.0,computerscience,11.0,Mehmet K. Muezzinoglu
429156,395.0,computerscience,1.0,Yanfeng  Hou
429176,1003.0,computerscience,2.0,Kam-Tim  Woo
429177,1003.0,computerscience,11.0,Carrson C. Fung
429178,3267.0,computerscience,2.0,Byong S. Kim
429179,3267.0,computerscience,14.0,Juntaek  Ryoo
429182,3267.0,computerscience,38.0,Scott A. Burton
429187,6577.0,computerscience,9.0,Fangxing  Li
429188,6577.0,computerscience,24.0,Dan  Zhu
429190,6577.0,computerscience,4.0,Danling  Cheng
429195,1428.0,computerscience,13.0,Michael  Domaratzki
429212,17538.0,computerscience,12.0,Mason J. Rice
429217,12.0,computerscience,3.0,Ming  Cui
429237,404.0,computerscience,9.0,Yongxin  Zhang
429254,238.0,computerscience,7.0,Minghui  Xia
429255,238.0,computerscience,2.0,Juhua  Zhu
429267,353.0,computerscience,11.0,Yanxia  Jia
429269,4151.0,computerscience,17.0,Madirakshi  Das
429272,2341.0,computerscience,7.0,Wan D. Bae
429273,2341.0,computerscience,7.0,Shayma  Alkobaisi
429283,1954.0,computerscience,14.0,Misha W. Vaughan
429290,353.0,computerscience,9.0,Jianjun J. Gu
429292,545.0,computerscience,6.0,Qihua  Wang
429293,545.0,computerscience,27.0,Ziqing  Mao
429295,545.0,computerscience,28.0,Tiancheng  Li
429305,462.0,computerscience,5.0,Hui  Zhu
429307,406.0,computerscience,2.0,Yunja  Choi
429309,406.0,computerscience,0.0,Jimin  Gao
429310,406.0,computerscience,6.0,Anjali  Joshi
429312,406.0,computerscience,21.0,Myung-Hwan  Park
429314,406.0,computerscience,8.0,Devaraj  George
429315,707.0,computerscience,5.0,Marcus K. Rogers
429333,38.0,computerscience,11.0,Jennifer A. Black
429336,374.0,computerscience,0.0,Shuxin  Nie
429341,221.0,computerscience,9.0,Sze-Ming  Chow
429343,160.0,computerscience,4.0,Stefan T. Obenaus
429352,1003.0,computerscience,2.0,Yo-Sub  Han
429353,223.0,computerscience,0.0,Jianyou  Shi
429354,223.0,computerscience,2.0,Yao-chuen (Y.C) Fang
429358,376.0,computerscience,3.0,Passent  El-Kafrawy
429364,421.0,computerscience,7.0,Phuong  Pham
429388,2777.0,computerscience,2.0,Mikhail  Jiline
429392,314.0,computerscience,4.0,En-Shou  Chang
429393,314.0,computerscience,3.0,Nong  Fan
429395,314.0,computerscience,30.0,Andreas  Gerstlauer
429399,314.0,computerscience,45.0,Samar  Abdi
429413,5832.0,computerscience,3.0,Zhili  Zhao
429415,5832.0,computerscience,19.0,Xiaojian  Wu
429417,223.0,computerscience,12.0,Samrat  Goswami
429420,223.0,computerscience,26.0,Fengtao  Fan
429422,221.0,computerscience,20.0,Hiroshi  Ishikawa
429423,221.0,computerscience,21.0,Ian H. Jermyn
429445,6037.0,computerscience,7.0,Qun  Yu
429447,6037.0,computerscience,8.0,James V. Scicolone
429457,464.0,computerscience,37.0,Ashish  Sabharwal
429462,443.0,computerscience,9.0,Vasilis  Samoladas
429464,443.0,computerscience,21.0,Rui  Mao
429479,218.0,computerscience,5.0,Tianyi  Jiang
429485,1003.0,computerscience,20.0,Yuting  Zhao
429491,223.0,computerscience,4.0,Dong  Zhou
429494,320.0,computerscience,9.0,Alison L. Love
429496,320.0,computerscience,11.0,Xiaoqiang  Zheng
429514,30.0,computerscience,3.0,Samuel A. Heath
429518,232.0,computerscience,16.0,Zang  Li
429524,388.0,computerscience,28.0,Xia  Gao
429526,3058.0,computerscience,13.0,Dejan  Raskovic
429529,3058.0,computerscience,7.0,Mladen  Milosevic
429530,3058.0,computerscience,4.0,Mohammad  Deylami
429535,223.0,computerscience,13.0,Caixia  Zhang
429559,316.0,computerscience,11.0,Yingqiang  Lin
429560,316.0,computerscience,4.0,Sohail  Nadimi
429562,316.0,computerscience,18.0,Anlei  Dong
429563,316.0,computerscience,14.0,Xiaoli  Zhou
429564,316.0,computerscience,8.0,Nirmalya  Ghosh
429567,316.0,computerscience,10.0,Mehran  Kafai
429570,316.0,computerscience,4.0,Linan  Feng
429599,70.0,computerscience,12.0,Daniel  Socek
429723,3762.0,computerscience,21.0,Pai  Peng
429726,3762.0,computerscience,9.0,An  Liu
429729,3762.0,computerscience,18.0,Yao  Liu
429730,1655.0,computerscience,3.0,Suresh K. Alla
429736,995.0,computerscience,5.0,Cindy M. Robertson
429751,545.0,computerscience,2.0,Yonghong  Song
429752,545.0,computerscience,36.0,Yonghua  Ding
429753,545.0,computerscience,32.0,Rong  Xu
429754,545.0,computerscience,17.0,Lixia  Liu
429759,481.0,computerscience,7.0,Lirong  Dai
429760,481.0,computerscience,10.0,Kunwu  Feng
429815,7593.0,computerscience,8.0,Fahad  Zafar
429841,4151.0,computerscience,6.0,Vidit  Jain
429842,4151.0,computerscience,14.0,Gary B. Huang
429853,454.0,computerscience,11.0,Radu I. Iftimie
429857,22597.0,computerscience,15.0,Kim F. Liu
429870,355.0,computerscience,38.0,Dongsong  Zhang
429875,355.0,computerscience,19.0,Matthew L. Jensen
429877,355.0,computerscience,8.0,Tiantian  Qin
429895,232.0,computerscience,7.0,Kun-Wook  Chung
429897,232.0,computerscience,13.0,Shaoying  Kang
429898,232.0,computerscience,8.0,Chun  Zhan
429899,232.0,computerscience,7.0,Meng-Ku  Chen
429900,232.0,computerscience,7.0,Chia-En  Yang
429904,1433.0,computerscience,20.0,Ross J. Micheals
429908,465.0,computerscience,23.0,Fuchun  Peng
429909,465.0,computerscience,4.0,Fletcher  Lu
429947,362.0,computerscience,1.0,Richard W. Dearden
429965,464.0,computerscience,40.0,Eytan  Adar
429966,464.0,computerscience,5.0,Andrey  Kolobov
429977,277.0,computerscience,9.0,Jee E. Rim
429980,277.0,computerscience,6.0,Yongxing  Shen
429982,1433.0,computerscience,16.0,Binglong  Xie
429989,70.0,computerscience,6.0,Tomas V. Arredondo
430003,1374.0,computerscience,1.0,Abdelsalam B. Amer
430004,1374.0,computerscience,2.0,Ahmed A. Morgan
430009,362.0,computerscience,32.0,Guy  Cote
430012,5588.0,computerscience,33.0,Sebastien  Lemieux
430013,5588.0,computerscience,2.0,Karine  St-Onge
430017,38.0,computerscience,28.0,Siddharth  Garg
430018,38.0,computerscience,16.0,Kai-Chiang  Wu
430024,6616.0,computerscience,15.0,Yoginder S. Dandass
430026,995.0,computerscience,15.0,Young-Jun  Lee
430028,995.0,computerscience,1.0,Charles R. Simpson
430032,405.0,computerscience,3.0,Feng-Li  Lian
430035,405.0,computerscience,21.0,Seungjoo  Lee
430037,405.0,computerscience,17.0,Aftab A. Khan
430038,405.0,computerscience,21.0,Lindsay V. Allen
430041,314.0,computerscience,1.0,Honge  Wang
430065,5529.0,computerscience,23.0,Sandeep V. Pandit
430066,5529.0,computerscience,1.0,Christopher S. Oehmen
430067,1337.0,computerscience,2.0,Liping  Mo
430070,2799.0,computerscience,8.0,Mihai  Dupac
430071,2799.0,computerscience,1.0,Guangli  Ma
430074,1048.0,computerscience,8.0,Youngmi  Hur
430076,1048.0,computerscience,4.0,Sangnam  Nam
430078,303.0,computerscience,2.0,Yuan  Shao
430081,462.0,computerscience,0.0,Kaushik  Sinha
430082,462.0,computerscience,9.0,Kangyuan  Zhu
430083,462.0,computerscience,11.0,Alice  Chan
430084,462.0,computerscience,3.0,Colleen S. Hughes
430098,600.0,computerscience,20.0,King Y. Tan
430112,995.0,computerscience,14.0,SugJe  Sohn
430113,995.0,computerscience,6.0,Amandeep  Parmar
430115,995.0,computerscience,1.0,Renan  Garcia
430118,995.0,computerscience,1.0,Byungsoo  Na
430120,995.0,computerscience,6.0,Akshay  Gupte
430137,9072.0,computerscience,21.0,Chung-Tong ( Hu
430138,9072.0,computerscience,15.0,Barbara  Endicott-Popovsky
430141,1767.0,computerscience,1.0,Xiaoyu  Ruan
430143,40.0,computerscience,19.0,Chien-Hua  Tsai
430144,40.0,computerscience,1.0,Shih-Yu  Yang
430148,40.0,computerscience,9.0,Jianchun  Li
430153,398.0,computerscience,20.0,Shanchan  Wu
430154,355.0,computerscience,6.0,Youtao  Zhang
430155,355.0,computerscience,10.0,Bengu  Li
430156,355.0,computerscience,1.0,Arvind  Krishnaswamy
430161,5523.0,computerscience,8.0,Yipkei  Kwok
430162,437.0,computerscience,5.0,Yongdae  Kim
430163,437.0,computerscience,0.0,Xuhua  Ding
430164,232.0,computerscience,2.0,Jing-Ru C. Cheng
430166,232.0,computerscience,5.0,Chuang  Li
430173,232.0,computerscience,2.0,Joford T. Lim
430174,232.0,computerscience,6.0,Sudsanguan  Ngamsuriyaroj
430175,232.0,computerscience,1.0,Yu  Jiao
430176,232.0,computerscience,1.0,Hung-Yuan  Hsu
430191,3534.0,computerscience,5.0,Vinay K. Garg
430193,2577.0,computerscience,5.0,Zongwei  Luo
430212,3498.0,computerscience,8.0,Facundo  Bromberg
430219,5253.0,computerscience,0.0,Anasse  Bari
430222,574.0,computerscience,11.0,Prabahan  Basu
430223,574.0,computerscience,1.0,Jiong  Xie
430224,574.0,computerscience,5.0,Premkumar  Natarajan
430235,11723.0,computerscience,10.0,Huanjing  Wang
430238,388.0,computerscience,5.0,Xiao  Su
430239,388.0,computerscience,8.0,Minglun  Qian
430241,388.0,computerscience,19.0,Chih-Wei  Hsu
430245,545.0,computerscience,82.0,Jacques D. Thomas
430250,244.0,computerscience,4.0,Honghui  Lu
430253,1535.0,computerscience,23.0,Wai-Kit  Lo
430254,1535.0,computerscience,2.0,Houwei  Cao
430255,269.0,computerscience,11.0,Vlad C. Cardei
430257,353.0,computerscience,32.0,Lijun  Yin
430258,353.0,computerscience,19.0,Mark  Fiala
430259,353.0,computerscience,11.0,Rui  Shen
430260,353.0,computerscience,4.0,Hossein  Azari
430261,238.0,computerscience,1.0,Sumeet  Sobti
430271,1550.0,computerscience,4.0,Liming  Hu
430272,1550.0,computerscience,2.0,Xiangjun  Shi
430273,1550.0,computerscience,19.0,Rui  Min
430274,1550.0,computerscience,20.0,Yanhui  Guo
430275,1550.0,computerscience,4.0,Wen  Ju
430276,1550.0,computerscience,17.0,Juan  Shan
430277,1550.0,computerscience,3.0,Chenguang  Liu
430281,3762.0,computerscience,8.0,Pronita  Mehrotra
430283,3762.0,computerscience,9.0,Stephen E. Mick
430284,3762.0,computerscience,11.0,David P. Nackashi
430285,3762.0,computerscience,5.0,Christian J. Amsinck
430288,3762.0,computerscience,12.0,John  Damiano
430290,3762.0,computerscience,22.0,Ambrish K. Varma
430291,3762.0,computerscience,15.0,Dhruba  Chandra
430293,3762.0,computerscience,15.0,Meeta  Yadav
430295,3762.0,computerscience,1.0,Yongjin  Choi
430296,3762.0,computerscience,5.0,Eun C. Oh
430299,3762.0,computerscience,23.0,Chanyoun  Won
430302,3762.0,computerscience,11.0,Hsuan-Jung  Su
430303,3762.0,computerscience,7.0,Shivam  Priyadarshi
430341,12015.0,computerscience,15.0,Chanki  Jeong
430357,1048.0,computerscience,18.0,Kuang-Ching  Wang
430358,1048.0,computerscience,2.0,Tai-Lin  Chin
430362,1048.0,computerscience,1.0,Chin-Ya  Huang
430371,355.0,computerscience,15.0,Cesim  Erten
430373,355.0,computerscience,10.0,Joe  Fowler
430378,995.0,computerscience,6.0,Arnab  Paul
430380,995.0,computerscience,34.0,Nissim  Harel
430381,995.0,computerscience,7.0,Xiang  Song
430385,995.0,computerscience,2.0,Nova  Ahmed
430386,995.0,computerscience,3.0,Hyojun  Kim
430387,79.0,computerscience,6.0,Somasheker  Akkaladevi
430388,5832.0,computerscience,5.0,Shu  Yan
430391,5832.0,computerscience,38.0,Meiqiu  Wang
430403,443.0,computerscience,23.0,Esra  Erdem
430421,312.0,computerscience,34.0,Ioannis  Emiris
430423,312.0,computerscience,10.0,Ashu  Rege
430572,458.0,computerscience,54.0,John M. Hollerbach
430574,56.0,computerscience,65.0,John  Hopcroft
430576,3058.0,computerscience,17.0,Seong-Moo  Yoo
430579,38.0,computerscience,52.0,Anastassia  Ailamaki
430586,1254.0,computerscience,5.0,Arjan  Durresi
430588,1954.0,computerscience,56.0,Filippo  Menczer
430591,320.0,computerscience,43.0,Phokion G. Kolaitis
430595,331.0,computerscience,22.0,Lance R. Williams
430598,232.0,computerscience,18.0,Tracy  Mullen
430599,44.0,computerscience,12.0,Linda  Friedman
430600,545.0,computerscience,3.0,Suresh  Jagannathan
430603,38.0,computerscience,59.0,Alexander  Waibel
430604,38.0,computerscience,37.0,Alon  Lavie
430606,3762.0,computerscience,1.0,Yuan-Shin  Lee
430609,6577.0,computerscience,10.0,A. Lynn Abbott
430612,296.0,computerscience,11.0,Matthew  Lombard
430615,395.0,computerscience,20.0,Adel  Elmaghraby
430616,1048.0,computerscience,17.0,Somesh  Jha
430621,33.0,computerscience,26.0,Yaser S. Abu-Mostafa
430623,313.0,computerscience,43.0,Karl  Levitt
430628,317.0,computerscience,37.0,Geoffrey C. Bowker
430631,7593.0,computerscience,23.0,Anupam  Joshi
430632,7593.0,computerscience,15.0,Konstantinos  Kalpakis
430633,7593.0,computerscience,47.0,Mohamed  Younis
430634,7593.0,computerscience,17.0,Anthony F. Norcio
430635,7593.0,computerscience,36.0,Andrew  Sears
430636,405.0,computerscience,57.0,Michael P. Wellman
430639,437.0,computerscience,14.0,Randall  Hill
