pid,locid,majorarea,hindex,name
189201,238.0,computerscience,6.0,Jingwan  Lu
189204,238.0,computerscience,9.0,Siddhartha  Sen
189206,238.0,computerscience,1.0,Rudrajit  Samanta
189207,238.0,computerscience,14.0,Patrick  Min
189212,238.0,computerscience,3.0,Xiaobai  Chen
189214,238.0,computerscience,16.0,YuQun  Chen
189215,238.0,computerscience,12.0,Yuanyuan  Zhou
189216,238.0,computerscience,13.0,Sanjeev  Kumar
189217,238.0,computerscience,7.0,Qin  Lv
189218,238.0,computerscience,1.0,Junwen  Lai
189221,238.0,computerscience,7.0,Jia  Deng
189223,238.0,computerscience,5.0,Zhen  Luo
189224,238.0,computerscience,28.0,Zhigang  Hu
189225,238.0,computerscience,12.0,Russell E. Joseph
189227,238.0,computerscience,21.0,Pei  Zhang
189231,238.0,computerscience,6.0,Emmanouil  Koukoumidis
189232,238.0,computerscience,5.0,Carole-Jean  Wu
189234,238.0,computerscience,20.0,Wenhao  Jia
189252,238.0,computerscience,11.0,Wenjia  Fang
189275,238.0,computerscience,4.0,Jiayue  He
189277,238.0,computerscience,6.0,Changhoon  Kim
189279,238.0,computerscience,21.0,Wen  Xu
189280,238.0,computerscience,3.0,Yaping  Zhu
189281,238.0,computerscience,6.0,Minlan  Yu
189283,238.0,computerscience,2.0,Joe W. Jiang
189284,238.0,computerscience,14.0,Yi  Wang
189286,238.0,computerscience,2.0,Dongming  Jiang
189288,507.0,computerscience,35.0,Steven H. Kleinstein
189290,238.0,computerscience,2.0,Fengyun  Cao
189291,238.0,computerscience,1.0,Erich R. Schmidt
189295,238.0,computerscience,13.0,Elena  Zaslavsky
189296,238.0,computerscience,4.0,Robert R. Osada
189297,238.0,computerscience,18.0,Eric  Banks
189298,238.0,computerscience,16.0,John A. Capra
189299,238.0,computerscience,6.0,Jimin  Song
189301,238.0,computerscience,10.0,Yury  Pritykin
189310,238.0,computerscience,1.0,Christian J. Bell
189332,38.0,computerscience,6.0,Robert  Harper
189333,30.0,computerscience,7.0,Benjamin  Lerner
189334,464.0,computerscience,38.0,Dan  Grossman
189442,38.0,computerscience,9.0,Christopher A. Stone
189443,38.0,computerscience,1.0,Perry  Cheng
189447,38.0,computerscience,40.0,Tom V. Murphy
189455,56.0,computerscience,36.0,Jason J. Hickey
113476,277.0,"physics,computerscience,math",28.0,Yun S. Song
190141,86.0,"cellbio,computerscience",3.0,Jimmy J. Zhuang
191418,659.0,computerscience,12.0,Divyakant  Agrawal
191421,659.0,computerscience,31.0,Tevfik  Bultan
191423,659.0,computerscience,7.0,Fred  Chong
191429,659.0,computerscience,68.0,John  Gilbert
191438,659.0,computerscience,24.0,Chandra  Krintz
191442,659.0,computerscience,15.0,Ambuj K. Singh
191444,659.0,computerscience,2.0,Jianwen  Su
191445,659.0,computerscience,14.0,Subhash  Suri
191447,659.0,computerscience,35.0,Matthew  Turk
191449,659.0,computerscience,28.0,Yuan-fang  Wang
191450,659.0,computerscience,34.0,Rich  Wolski
191451,659.0,computerscience,21.0,Xifeng  Yan
191453,659.0,computerscience,2.0,Heather  Zheng
191677,659.0,computerscience,20.0,Hakan  Ferhatosmanoglu
191678,659.0,computerscience,6.0,Yi-Leh  Wu
191681,659.0,computerscience,4.0,Chengyu  Sun
191682,659.0,computerscience,10.0,Abhishek  Gupta
191683,659.0,computerscience,21.0,Lin  Qiao
191684,659.0,computerscience,33.0,Ying  Feng
191685,659.0,computerscience,2.0,Hailing  Yu
191688,659.0,computerscience,12.0,Huagang  Li
191691,659.0,computerscience,55.0,Ping  Wu
191693,659.0,computerscience,20.0,Shyam  Antony
191695,659.0,computerscience,3.0,Shiyuan  Wang
191699,659.0,computerscience,5.0,Srinivasan  Jagannathan
191706,659.0,computerscience,19.0,Hangjin  Zhang
191709,659.0,computerscience,2.0,Kimaya  Mittal
191712,659.0,computerscience,31.0,Ramya  Raghavendra
191713,659.0,computerscience,8.0,Ashish  Sharma
191714,659.0,computerscience,15.0,Veljko  Pejovic
191718,659.0,computerscience,1.0,Xiang  Fu
191721,659.0,computerscience,11.0,Graham  Hughes
191725,659.0,computerscience,33.0,Susmit  Biswas
191727,659.0,computerscience,22.0,Xun  Li
191731,659.0,computerscience,10.0,Abdullah N. Arslan
191733,659.0,computerscience,20.0,Stacy  Patterson
191734,659.0,computerscience,12.0,Viral B. Shah
191736,659.0,computerscience,45.0,Vikram  Aggarwal
191742,659.0,computerscience,25.0,Huican  Zhu
191743,659.0,computerscience,1.0,Hongjun  Zhu
191753,659.0,computerscience,1.0,Lingli  Zhang
191763,659.0,computerscience,20.0,Yan  Meng
191766,659.0,computerscience,134.0,Ryan  Dixon
191769,659.0,computerscience,2.0,Mohit  Tiwari
191773,659.0,computerscience,11.0,Christian A. Lang
191775,659.0,computerscience,4.0,Orhan  Camoglu
191776,659.0,computerscience,14.0,Vebjorn  Ljosa
191777,659.0,computerscience,28.0,Huahai  He
191778,659.0,computerscience,3.0,Arnab  Bhattacharya
191780,659.0,computerscience,3.0,Kyle  Chipman
191781,659.0,computerscience,13.0,Sayan  Ranu
191782,659.0,computerscience,9.0,Vishwakarma  Singh
191783,659.0,computerscience,13.0,Petko  Bogdanov
191785,659.0,computerscience,5.0,Brian E. Ruttenberg
191786,659.0,computerscience,4.0,Nicholas D. Larusso
191790,659.0,computerscience,4.0,Sorabh  Gandhi
191794,659.0,computerscience,15.0,Mathias  Kolsch
191795,659.0,computerscience,5.0,Ya  Chang
191796,659.0,computerscience,29.0,Rogerio S. Feris
191798,659.0,computerscience,2.0,Longbin  Chen
191804,659.0,computerscience,16.0,Tolga  Can
191806,659.0,computerscience,26.0,Dusty  Sargent
191807,659.0,computerscience,1.0,Chang-Ming  Tsai
191808,659.0,computerscience,5.0,Chao-I  Chen
191812,659.0,computerscience,4.0,Ye  Wen
191816,659.0,computerscience,4.0,Gengxin  Miao
191817,659.0,computerscience,7.0,Arijit  Khan
191820,659.0,computerscience,18.0,Christo  Wilson
191821,659.0,computerscience,1.0,Xiaohan  Zhao
191822,659.0,computerscience,15.0,Lili  Cao
194590,13154.0,"robotics,computerscience",12.0,Deepak  Garg
203331,1244.0,computerscience,23.0,Martha W. Evens
203332,218.0,computerscience,8.0,Gilbert K. Krulee
203335,172.0,computerscience,3.0,Douglass V. Brown
203811,1244.0,computerscience,6.0,Santanu  De
203812,1244.0,computerscience,8.0,Yujian  Zhou
203816,1244.0,computerscience,5.0,Byung-In  Cho
203817,1244.0,computerscience,4.0,Muhammad A. Rahman
203819,1244.0,computerscience,8.0,Feng-Jen  Yang
203822,1244.0,computerscience,12.0,Yeong C. Kim
203823,1244.0,computerscience,4.0,Kuo-Pao  Yang
203824,1244.0,computerscience,8.0,D. B. Mills
203827,218.0,computerscience,35.0,William J. Stone
230105,232.0,computerscience,11.0,Youngjae  Kim
233191,172.0,computerscience,55.0,Leslie  Kaelbling
191679,656.0,computerscience,17.0,Mirek  Riedewald
233809,458.0,computerscience,33.0,Peter J. Haug
234145,169.0,computerscience,32.0,Philip K. McKinley
236087,3762.0,"chemistry,computerscience",30.0,Mladen Alan Velimir Vouk
237486,458.0,computerscience,35.0,Wendy W. Chapman
237487,458.0,computerscience,33.0,Dominik  Aronsky
237488,458.0,computerscience,26.0,Marcelo  Fiszman
237490,458.0,computerscience,1.0,Charles  Lagor
237491,458.0,computerscience,3.0,Senthil K. Nachimuthu
237492,458.0,computerscience,8.0,Jeffrey P. Ferraro
237493,458.0,computerscience,4.0,David P. Taylor
239047,169.0,computerscience,27.0,Peng  Ge
239048,169.0,computerscience,6.0,Chiping  Tang
239052,169.0,computerscience,10.0,Benjamin E. Beckmann
239053,169.0,computerscience,15.0,David B. Knoester
239054,169.0,computerscience,6.0,Brian D. Connelly
245001,7592.0,computerscience,10.0,Shoukat  Ali
251296,545.0,computerscience,6.0,Insung  Park
251299,545.0,computerscience,2.0,Jong-Kook  Kim
251301,545.0,computerscience,5.0,Troy A. Johnson
251304,545.0,computerscience,7.0,Seung-Jai  Min
251305,545.0,computerscience,5.0,Seyong  Lee
251306,545.0,computerscience,10.0,Hansang  Bae
251307,545.0,computerscience,5.0,Okwan  Kwon
287482,443.0,computerscience,2.0,K. Suzanne Barber
299674,388.0,computerscience,138.0,Jiawei  Han
344705,405.0,computerscience,75.0,Hosagrahar V. Jagadish
354009,405.0,computerscience,23.0,Yuqing  Wu
354012,405.0,computerscience,92.0,Yunyao  Li
354013,405.0,computerscience,8.0,Nuwee  Wiwatwattana
354016,405.0,computerscience,21.0,Junguk  Hur
354017,405.0,computerscience,17.0,Arnab  Nandi
354018,405.0,computerscience,3.0,Anna A. Shaverdian
370104,1048.0,computerscience,46.0,Larry Evan Travis
370105,507.0,computerscience,0.0,Abraham  Robinson
378546,428.0,"ling,computerscience",42.0,Lori  Levin
397499,24083.0,computerscience,5.0,Alexander  Richter
397493,27898.0,computerscience,43.0,Michael  Koch
397503,8152.0,computerscience,12.0,Markus  Holland
397508,8152.0,computerscience,79.0,Ricarda  Weber
397509,8152.0,computerscience,2.0,Chengmao  Xu
397510,8152.0,computerscience,105.0,Michael  Wagner
397524,8152.0,computerscience,1.0,Weilun  Zhuang
398277,8152.0,computerscience,3.0,Manfred  Paul
398794,545.0,"math,computerscience",38.0,Ahmed Hamdy Mohamed Sameh
411698,2405.0,computerscience,30.0,Andrew P. Sage
411703,53.0,computerscience,38.0,Bruce  Draper
411704,53.0,computerscience,12.0,Gerhard  Dangelmayr
411712,3498.0,computerscience,41.0,Albert L. Baker
411719,443.0,computerscience,3.0,Joseph J. Beaman
411721,21543.0,computerscience,6.0,Sharad  Seth
411727,374.0,computerscience,1.0,Renjeng  Su
411728,458.0,computerscience,2.0,Gary  Lindstrom
411730,16211.0,computerscience,31.0,Roland T. Chin
411733,938.0,computerscience,29.0,Michael  Hodgson
411734,126.0,computerscience,33.0,Johnnie  Baker
411738,458.0,"computerscience,imaging,bmi",37.0,Reed M. Gardner
411740,404.0,computerscience,8.0,Moiez A. Tapia
411746,398.0,computerscience,34.0,Chau-Wen  Tseng
411750,1350.0,computerscience,29.0,Frederick  Petry
411757,1048.0,computerscience,8.0,Barton  Miller
411762,659.0,computerscience,19.0,Anurag  Acharya
411764,3473.0,computerscience,11.0,Michael D. Proctor
411766,44.0,computerscience,52.0,Robert M. Haralick
411770,406.0,computerscience,71.0,Joseph A. Konstan
411774,995.0,computerscience,2.0,Mustaque  Ahmad
411777,12.0,computerscience,12.0,Forduzan  Golshani
411783,545.0,computerscience,33.0,Jorg  Peters
411785,437.0,computerscience,49.0,Yolanda  Gil
411786,545.0,computerscience,5.0,Michal  Young
411788,1003.0,computerscience,4.0,Mitchell M. Tseng
411789,4842.0,computerscience,33.0,Mohammed  Atiquzzaman
411791,314.0,computerscience,63.0,Michael J. Pazzani
411792,384.0,computerscience,13.0,Jung-chang  Huang
411793,1301.0,computerscience,48.0,Clyde W. Holsapple
411797,386.0,computerscience,50.0,Clement T. Yu
411798,386.0,computerscience,37.0,Thomas A. Defanti
411799,303.0,computerscience,27.0,Janusz A. Starzyk
411801,5832.0,computerscience,18.0,Guy L. Curry
411802,5832.0,computerscience,43.0,Thomas  Ioerger
411803,1048.0,computerscience,33.0,Christopher J. Rutland
411804,1655.0,computerscience,22.0,Ali A. Minai
411805,244.0,computerscience,12.0,Andrew J. Meade
411811,441.0,computerscience,5.0,Michael  Vose
411812,388.0,"computerscience,environment",27.0,Barbara S. Minsker
411813,388.0,computerscience,47.0,Michael  Heath
411817,7612.0,computerscience,1.0,James L. Fastook
411818,355.0,computerscience,68.0,Jay F. Nunamaker
411822,1651.0,computerscience,17.0,Paul  Cull
411826,422.0,computerscience,37.0,Allen D. Malony
411829,44.0,computerscience,101.0,Robert  Goldberg
411834,2577.0,computerscience,99.0,Amit  Sheth
411837,384.0,computerscience,34.0,Vemuri  Balakotaiah
411840,1535.0,computerscience,27.0,Liew S. Chang
411843,428.0,computerscience,19.0,David M. Brienza
411844,428.0,computerscience,46.0,Martha E. Pollack
411845,1350.0,computerscience,10.0,Parviz  Rastgoufard
411846,315.0,computerscience,12.0,Walter J. Karplus
411853,4151.0,computerscience,38.0,Edward M. Riseman
411856,380.0,computerscience,27.0,Alan  George
411859,277.0,computerscience,22.0,Lawrence M. Fagan
411864,10492.0,computerscience,7.0,Marian G. Williams
411865,256.0,computerscience,17.0,William  Steiger
411866,6037.0,computerscience,1.0,Mengchu  Zhou
411871,405.0,computerscience,6.0,Kevin  Compton
411876,5529.0,computerscience,4.0,King-Ip  Lin
411877,3762.0,computerscience,2.0,Winser E. Alexander
411883,21268.0,computerscience,15.0,Lalit  Gupta
411885,380.0,computerscience,9.0,Herman  Lam
411888,406.0,computerscience,46.0,Jaideep  Srivastava
411891,22597.0,computerscience,1.0,Gilbert  Young
411892,320.0,computerscience,35.0,David  Helmbold
411895,995.0,computerscience,30.0,Ann  Chervenak
411898,1048.0,computerscience,6.0,Gregory A. Moses
411899,218.0,computerscience,2.0,Prithviraj  Banerjee
411900,3762.0,computerscience,13.0,Shyhtsun F. Wu
411901,3762.0,computerscience,0.0,Kuo-Chung  Tai
411904,1301.0,computerscience,37.0,Victor W. Marek
411912,12.0,computerscience,11.0,Nong  Ye
411915,1003.0,computerscience,7.0,Andrew  Horner
411919,40.0,computerscience,5.0,Michael S. Branicky
411920,464.0,computerscience,22.0,Thomas A. Furness
411923,715.0,computerscience,61.0,Gagan  Agrawal
411925,7593.0,computerscience,23.0,Guisseppi  Forgionne
411926,487.0,computerscience,40.0,Janos  Sztipanovits
411928,314.0,computerscience,24.0,Kwei-Jay  Lin
411930,4151.0,computerscience,38.0,Allen  Hanson
411941,38.0,computerscience,66.0,Steven M. Seitz
411942,117.0,computerscience,17.0,Tuviah Ehud Schlesinger
411943,38.0,computerscience,6.0,Jonathan  Cagan
411944,419.0,computerscience,27.0,Mihir  Sen
411945,419.0,computerscience,28.0,Vincent W. Freeh
411947,126.0,computerscience,15.0,Jerry L. Potter
411948,659.0,computerscience,65.0,Martin C. Rinard
411949,437.0,computerscience,25.0,Jean-Luc  Gaudiot
411950,458.0,computerscience,27.0,Wilson  Hsieh
411954,7320.0,computerscience,80.0,Jessica  Fridrich
411956,417.0,computerscience,62.0,Azzedine  Boukerche
411957,71.0,computerscience,13.0,Kathy  Burnett
411958,405.0,computerscience,2.0,Rick  Riolo
411960,2405.0,computerscience,12.0,Ravi  Sandhu
411962,3473.0,computerscience,19.0,Mansooreh  Mollaghasemi
411963,256.0,computerscience,44.0,David W. Coit
411964,374.0,computerscience,37.0,Michael  Eisenberg
411965,20408.0,computerscience,25.0,Nabil R. Adam
411966,20408.0,computerscience,34.0,Vijay  Atluri
411967,545.0,computerscience,60.0,Mikhail J. Atallah
411978,491.0,computerscience,19.0,Victoria  Yoon
411979,3267.0,computerscience,11.0,Kim  Fortun
411981,12.0,computerscience,29.0,Gerald E. Farin
411984,15643.0,computerscience,10.0,Edwyn D. Smith
411985,256.0,computerscience,26.0,Saul  Levy
411986,256.0,computerscience,25.0,Ivan  Marsic
411987,256.0,computerscience,22.0,Richard  Mammone
411990,499.0,computerscience,20.0,Michael  Conrad
411991,419.0,computerscience,29.0,Xiaobo ( Hu
411992,419.0,computerscience,30.0,Danny Z. Chen
411994,7320.0,computerscience,20.0,Jose  Delgado-Frias
412548,443.0,computerscience,82.0,Raymond J. Mooney
412550,443.0,computerscience,7.0,Bruce W. Porter
412551,443.0,computerscience,8.0,Martin D. Wong
412552,443.0,computerscience,30.0,Lili  Qiu
412554,1630.0,computerscience,29.0,Junping  Sun
412555,355.0,computerscience,23.0,Rajiv  Gupta
412556,1954.0,computerscience,27.0,Geoffrey M. Brown
412557,2341.0,computerscience,1.0,Hyunyoung  Lee
412558,79.0,computerscience,3.0,Guantao  Chen
412561,2405.0,computerscience,99.0,Sushil  Jajodia
412563,1048.0,computerscience,56.0,Michael L. Gleicher
412566,1048.0,computerscience,65.0,Jeffrey F. Naughton
412567,1048.0,computerscience,50.0,Jude W. Shavlik
412568,432.0,computerscience,4.0,Mitsunori  Ogihara
412570,376.0,computerscience,4.0,Lester  Lipsky
412573,1550.0,computerscience,31.0,Heng-Da  Cheng
412577,20408.0,computerscience,18.0,Fadi P. Deek
412582,1545.0,computerscience,14.0,Guozhu  Dong
412584,5832.0,computerscience,17.0,Duncan M. Walker
412589,3256.0,computerscience,39.0,David W. Embley
412592,316.0,computerscience,47.0,Bir  Bhanu
412593,316.0,computerscience,83.0,Eamonn J. Keogh
412594,277.0,computerscience,31.0,Leonid G. Kazovsky
412595,499.0,computerscience,5.0,Weisong  Shi
412596,169.0,computerscience,22.0,Selin  Aviyente
412597,169.0,computerscience,31.0,Hayder  Radha
412599,22597.0,computerscience,11.0,Zheru  Chi
412600,22597.0,computerscience,47.0,Dagan  Feng
412601,38.0,computerscience,40.0,Diana  Marculescu
412603,497.0,computerscience,26.0,Sally  Goldman
412607,462.0,computerscience,56.0,Kevin  Skadron
412608,462.0,computerscience,38.0,David  Luebke
412610,499.0,computerscience,56.0,Sherali  Zeadally
412612,59.0,computerscience,6.0,Shivnath  Babu
412615,218.0,computerscience,52.0,Kenneth D. Forbus
412616,406.0,computerscience,45.0,Baoquan  Chen
412617,1927.0,computerscience,58.0,Jeffrey S. Vitter
412618,374.0,computerscience,21.0,Mike  Eisenberg
412619,374.0,computerscience,30.0,Amer  Diwan
412620,443.0,computerscience,2.0,Craig M. Chase
412622,9408.0,computerscience,8.0,Hongchi  Shi
412624,232.0,computerscience,15.0,Ling  Rothrock
412626,689.0,computerscience,17.0,Richard A. Cairncross
412628,481.0,computerscience,34.0,Andras  Farago
412629,481.0,computerscience,11.0,Kendra  Cooper
412630,12883.0,computerscience,38.0,Terrance E. Boult
412632,40.0,computerscience,15.0,Guo-Qiang  Zhang
412635,38.0,computerscience,72.0,M  Satyanarayanan
412636,223.0,computerscience,13.0,Balakrishnan  Chandrasekaran
412637,223.0,computerscience,1.0,Dong  Xuan
412639,223.0,computerscience,29.0,Randolph L. Moses
412640,223.0,computerscience,23.0,Jose B. Cruz
412641,223.0,computerscience,37.0,Han-Wei  Shen
412642,12015.0,computerscience,18.0,Samuel P. Kozaitis
412643,545.0,computerscience,94.0,Elisa  Bertino
412644,545.0,computerscience,4.0,Ninghui  Li
412645,545.0,computerscience,8.0,Yinlong  Sun
412651,689.0,computerscience,30.0,Ali  Shokoufandeh
412652,9461.0,computerscience,7.0,Mohammad  Zubair
412653,462.0,computerscience,83.0,Tarek  Abdelzaher
412654,315.0,computerscience,14.0,Gerassimos  Orkoulas
412659,3498.0,computerscience,20.0,Dimitris  Margaritis
412660,3498.0,computerscience,5.0,Johnny  Wong
412663,56.0,computerscience,56.0,Dan  Huttenlocher
412664,56.0,computerscience,44.0,Martin  Burtscher
412665,9461.0,computerscience,8.0,K Vijayan Asari
412669,417.0,computerscience,4.0,Joseph  Klein
412673,388.0,computerscience,75.0,ChenXiang  Zhai
412674,464.0,computerscience,41.0,Edward  Lazowska
412676,3486.0,computerscience,33.0,Andrew  Duchowski
412679,7593.0,computerscience,76.0,Tim  Finin
412680,545.0,computerscience,35.0,Cristina  Nita-Rotaru
412681,1567.0,computerscience,4.0,Anindya  Banerjee
412683,313.0,computerscience,20.0,Oliver G. Staadt
412684,715.0,computerscience,12.0,Adarshpal S. Sethi
412685,421.0,computerscience,21.0,S  Lakshmivarahan
412686,481.0,computerscience,3.0,Jorge A. Cobb
412688,537.0,computerscience,14.0,Sudeep  Sarkar
412689,38.0,computerscience,54.0,Guy E. Blelloch
412694,507.0,computerscience,28.0,Yiorgos  Makris
412697,3762.0,computerscience,23.0,S Ranji Ranjithan
412699,3762.0,computerscience,13.0,Ana I. Anton
412701,79.0,computerscience,12.0,Saeid  Belkasim
412709,995.0,computerscience,6.0,Constantine  Dovrolis
412711,995.0,computerscience,7.0,Paul J. Benkeser
412712,995.0,computerscience,35.0,Blair  MacIntyre
412720,404.0,computerscience,25.0,Mohamed  Abdel-Mottaleb
412725,5832.0,computerscience,5.0,Gwan  Choi
412727,5832.0,computerscience,32.0,Jianer  Chen
412729,11669.0,computerscience,35.0,Xintao  Wu
412731,443.0,computerscience,26.0,Daniel P. Miranker
412732,1954.0,computerscience,19.0,Mihran  Tuceryan
412734,1954.0,computerscience,33.0,Beth  Plale
412736,398.0,computerscience,68.0,James  Hendler
412738,169.0,computerscience,18.0,Charles B. Owen
412739,316.0,computerscience,58.0,Michalis  Faloutsos
412741,316.0,computerscience,66.0,Dimitrios  Gunopulos
412744,1003.0,computerscience,48.0,Long  Quan
412746,637.0,computerscience,35.0,Bojan  Cukic
412748,3491.0,computerscience,39.0,Shu-Ching  Chen
412750,1003.0,computerscience,32.0,Mounir  Hamdi
412754,3267.0,computerscience,36.0,Bulent  Yener
412755,469.0,computerscience,5.0,Hossein  Hosseini
412756,22597.0,computerscience,14.0,Kow-Chuen R. Chang
412757,22597.0,computerscience,1.0,Chung-Lun  Li
412760,380.0,computerscience,24.0,Tamer  Kahveci
412762,417.0,computerscience,25.0,Ram  Dantu
412764,487.0,computerscience,20.0,Mitch  Wilkes
412765,388.0,computerscience,68.0,Narendra  Ahuja
412767,388.0,computerscience,48.0,Michael  Garland
412768,351.0,computerscience,14.0,Alan P. Sprague
412769,351.0,computerscience,5.0,Gary  Grimes
412771,2799.0,computerscience,12.0,Alice E. Smith
412775,1048.0,computerscience,3.0,A-Xing  Zhu
412778,12825.0,computerscience,9.0,Yu-Dong  Yao
412780,355.0,computerscience,47.0,Sarma  Vrudhula
412783,218.0,computerscience,1.0,Wei-Chung  Lin
412786,38.0,computerscience,69.0,Brad A. Myers
412788,27.0,computerscience,23.0,David A. Castanon
412791,11723.0,computerscience,3.0,Hui-Chuan  Chen
412792,380.0,computerscience,28.0,Yann-Hang  Lee
412793,380.0,computerscience,16.0,Abdelsalam  Helal
412797,464.0,computerscience,32.0,Yongmin  Kim
412798,1254.0,computerscience,14.0,Malcolm E. Wright
412802,426.0,computerscience,12.0,Gabor T. Herman
412803,426.0,computerscience,80.0,Dimitris N. Metaxas
412806,70.0,computerscience,14.0,Abhijit S. Pandya
412807,398.0,computerscience,1.0,Leana  Golubchik
412809,2539.0,computerscience,30.0,Daniel  Cooke
412814,4473.0,computerscience,41.0,Stephen  Marks
412815,1254.0,computerscience,24.0,Evangelos  Triantaphyllou
412816,462.0,computerscience,23.0,Worthy N. Martin
412823,238.0,computerscience,43.0,Bede  Liu
412824,1048.0,computerscience,1.0,John A. Gubner
412825,79.0,computerscience,38.0,Upkar  Varshney
412829,416.0,computerscience,54.0,Henry  Fuchs
412830,1655.0,computerscience,15.0,Chia Y. Han
412835,221.0,computerscience,25.0,Ernest  Davis
412837,285.0,computerscience,20.0,Ling  Bian
412840,44.0,computerscience,2.0,Kaliappa  Ravindran
412843,44.0,computerscience,13.0,Moti  Yung
412845,53.0,computerscience,10.0,Ross  Beveridge
412848,169.0,computerscience,7.0,Herman D. Hughes
412849,417.0,computerscience,65.0,John  Windsor
412853,7320.0,computerscience,2.0,Monish  Chatterjee
412854,417.0,computerscience,20.0,Melinda  Cline
412857,232.0,computerscience,37.0,Mohsen  Kavehrad
412858,23538.0,computerscience,26.0,Dirk  Janssens
412862,428.0,computerscience,37.0,Dennis F. Galletta
412866,3547.0,computerscience,88.0,Maria  Cobb
412873,9461.0,computerscience,7.0,Mohammed  Zubair
412874,9461.0,computerscience,13.0,Piyush  Mehrotra
412876,405.0,computerscience,27.0,David L. Neuhoff
412877,177.0,computerscience,19.0,Rockford J. Ross
412881,388.0,computerscience,35.0,Zhi-Pei  Liang
412887,15643.0,computerscience,4.0,Ezzatollah  Salari
412888,464.0,computerscience,5.0,Alan Cary Shaw
412891,5832.0,computerscience,22.0,Richard A. Volz
412893,5832.0,computerscience,33.0,Krishna R. Narayanan
412896,406.0,computerscience,9.0,Pen-Chung  Yew
412897,406.0,computerscience,4.0,Gyungho  Lee
412901,3498.0,computerscience,10.0,Patrick E. Patterson
412902,689.0,computerscience,8.0,Constantine  Katsinis
412903,386.0,computerscience,17.0,Duri  Wolfson
412906,9408.0,computerscience,13.0,Chun-Shin  Lin
412908,374.0,computerscience,49.0,Harold N. Gabow
412909,38.0,computerscience,24.0,Michael A. Erdmann
412911,7592.0,computerscience,2.0,Yongjian  Fu
412913,169.0,computerscience,23.0,Abdol-Hossein  Esfahanian
412914,318.0,computerscience,85.0,Carl  Grunfeld
412915,545.0,computerscience,35.0,David A. Landgrebe
412921,3762.0,computerscience,17.0,Arne A. Nilsson
412923,292.0,computerscience,21.0,Chilukuri K. Mohan
412924,232.0,computerscience,16.0,Shizhuo  Yin
412929,232.0,computerscience,42.0,Piotr  Berman
412930,1535.0,computerscience,31.0,P C. Ching
412932,6037.0,computerscience,14.0,Constantine N. Manikopoulos
412934,395.0,computerscience,36.0,Jacek M. Zurada
412935,398.0,computerscience,26.0,Dagobert  Soergel
412936,537.0,computerscience,8.0,Kevin W. Bowyer
412937,9072.0,computerscience,28.0,James A. Foster
412938,317.0,computerscience,17.0,Paul M. Chau
412944,312.0,computerscience,21.0,Panayiotus  Papadopoulos
412947,287.0,computerscience,20.0,Nam  Phamdo
412950,59.0,computerscience,37.0,Lars  Arge
412951,59.0,computerscience,33.0,Alvin R. Lebeck
412952,59.0,computerscience,6.0,Shubhendu S. Mukherjee
412958,443.0,computerscience,56.0,Vladimir  Lifschitz
412963,6577.0,computerscience,31.0,Deborah  Hix
412971,27.0,computerscience,2.0,Wayne  Snyder
412974,995.0,computerscience,29.0,Douglas M. Blough
412979,303.0,computerscience,12.0,Mehmet  Celenk
412981,256.0,computerscience,7.0,Chitoor V. Srinivasan
412985,11669.0,computerscience,1.0,Kasra  Daneshvar
412986,4151.0,computerscience,37.0,Lori A. Clarke
412987,4151.0,computerscience,35.0,Leon J. Osterweil
412992,689.0,computerscience,19.0,Fernand S. Cohen
412995,12.0,computerscience,37.0,Chaitali  Chakrabarti
412996,2539.0,computerscience,14.0,Sunanda  Mitra
412997,117.0,computerscience,59.0,Michael T. Goodrich
412999,117.0,computerscience,56.0,Jerry L. Prince
413000,38.0,computerscience,63.0,Lorenz T. Biegler
413004,355.0,computerscience,44.0,Hsinchun  Chen
413005,355.0,computerscience,28.0,Francois E. Cellier
413006,11723.0,computerscience,24.0,Harold  Stern
413012,2711.0,computerscience,24.0,Roger T. Hartley
413015,2405.0,computerscience,20.0,Dana S. Richards
413017,5832.0,computerscience,40.0,John L. Junkins
413023,70.0,computerscience,10.0,Perambur S. Neelakanta
413025,1647.0,computerscience,39.0,Djemel  Ziou
413027,454.0,computerscience,57.0,Walter M. Wonham
413028,454.0,computerscience,36.0,Chun W. Choo
413032,1374.0,computerscience,34.0,Meyer  Nahon
413034,5588.0,computerscience,16.0,Francois  Major
413039,5588.0,computerscience,49.0,George  Drettakis
413040,22769.0,computerscience,9.0,Michel  Dagenais
413044,363.0,computerscience,32.0,Brian  Wyvill
413047,465.0,computerscience,11.0,F  Karray
413051,160.0,computerscience,18.0,Ted  Szymanski
413054,160.0,computerscience,23.0,Frank P. Ferrie
413058,353.0,computerscience,22.0,Pierre  Boulanger
413061,353.0,computerscience,7.0,Max  Meng
413065,21955.0,computerscience,68.0,Jane  Fritz
413073,1934.0,computerscience,5.0,Cao A. Wang
413076,1954.0,computerscience,45.0,Andrew  Lumsdaine
413078,22597.0,computerscience,38.0,Wan C. Siu
413080,3495.0,computerscience,13.0,Shih-Lien Linus Lu
413084,5253.0,computerscience,23.0,James K. Hahn
413085,15643.0,computerscience,9.0,Steven M. Peseckis
413087,1433.0,computerscience,51.0,Visvanathan  Ramesh
413089,1954.0,computerscience,22.0,Michael  McGregor
413092,384.0,computerscience,1.0,Rakesh M. Verma
413095,406.0,computerscience,27.0,John V. Carlis
