grantid,pid,BUDGET_START
194267,115482,10/01/1989
194267,115487,10/01/1989
194267,178908,10/01/1989
194267,178952,10/01/1989
194267,179145,10/01/1989
194267,179183,10/01/1989
194267,182209,10/01/1989
194267,182272,10/01/1989
194267,182279,10/01/1989
194267,182298,10/01/1989
194267,182299,10/01/1989
194267,182337,10/01/1989
194267,182585,10/01/1989
194267,182587,10/01/1989
194267,184933,10/01/1989
194267,189149,10/01/1989
194267,189185,10/01/1989
194267,251305,10/01/1989
194267,412557,10/01/1989
194267,412792,10/01/1989
194267,412897,10/01/1989
194267,415911,10/01/1989
194267,416366,10/01/1989
194267,416633,10/01/1989
194267,416913,10/01/1989
194267,417390,10/01/1989
194267,417868,10/01/1989
194267,418191,10/01/1989
194267,418206,10/01/1989
194267,418429,10/01/1989
194267,418573,10/01/1989
194267,418708,10/01/1989
194267,418718,10/01/1989
194267,418813,10/01/1989
194267,419095,10/01/1989
194267,419610,10/01/1989
194267,419943,10/01/1989
194267,420397,10/01/1989
194267,420399,10/01/1989
194267,420848,10/01/1989
194267,421105,10/01/1989
194267,421550,10/01/1989
194267,421700,10/01/1989
194267,422355,10/01/1989
194267,422403,10/01/1989
194267,422663,10/01/1989
194267,422672,10/01/1989
194267,422925,10/01/1989
194267,423264,10/01/1989
194267,423914,10/01/1989
194267,425006,10/01/1989
194267,425014,10/01/1989
194267,425326,10/01/1989
194267,426419,10/01/1989
194267,426608,10/01/1989
194267,426642,10/01/1989
194267,426721,10/01/1989
194267,426759,10/01/1989
194267,427093,10/01/1989
194267,427930,10/01/1989
194267,428262,10/01/1989
194267,428440,10/01/1989
194267,428441,10/01/1989
194267,428452,10/01/1989
194267,428688,10/01/1989
194267,429059,10/01/1989
194267,430026,10/01/1989
194267,430035,10/01/1989
194267,430606,10/01/1989
194267,430709,10/01/1989
194267,430877,10/01/1989
194267,432425,10/01/1989
194267,432692,10/01/1989
194267,432700,10/01/1989
194267,432809,10/01/1989
194267,432976,10/01/1989
194267,433812,10/01/1989
194267,433839,10/01/1989
194267,433889,10/01/1989
194267,436115,10/01/1989
194267,436303,10/01/1989
194267,436531,10/01/1989
194267,436543,10/01/1989
194267,439555,10/01/1989
194267,439903,10/01/1989
194267,440600,10/01/1989
194267,440607,10/01/1989
194267,442253,10/01/1989
194267,442768,10/01/1989
194267,443155,10/01/1989
194267,446028,10/01/1989
194267,449837,10/01/1989
194267,449948,10/01/1989
194267,450931,10/01/1989
194267,456783,10/01/1989
194267,456854,10/01/1989
194267,457068,10/01/1989
194267,458460,10/01/1989
194267,460519,10/01/1989
194267,463095,10/01/1989
194267,463582,10/01/1989
194267,463677,10/01/1989
194267,482521,10/01/1989
194267,483575,10/01/1989
194267,485589,10/01/1989
194267,523555,10/01/1989
194267,552822,10/01/1989
194267,574298,10/01/1989
194267,589448,10/01/1989
194267,591862,10/01/1989
194267,599346,10/01/1989
194267,608868,10/01/1989
194267,613115,10/01/1989
194267,667915,10/01/1989
194267,668296,10/01/1989
194267,668300,10/01/1989
194267,670018,10/01/1989
194267,679391,10/01/1989
194267,679392,10/01/1989
194268,416297,10/01/1989
194268,422336,10/01/1989
194268,449825,10/01/1989
194268,576226,10/01/1989
194268,576229,10/01/1989
194277,432934,10/01/1989
194280,418796,10/01/1989
194280,432058,10/01/1989
194280,449796,10/01/1989
194284,441567,10/01/1989
194288,463031,10/01/1989
194289,424221,10/01/1989
194291,430004,10/01/1989
194291,597818,10/01/1989
194293,184530,10/01/1989
194293,411786,10/01/1989
194293,411891,10/01/1989
194293,426158,10/01/1989
194293,433872,10/01/1989
194296,416246,10/01/1989
194296,483656,10/01/1989
194296,616610,10/01/1989
194298,182351,10/01/1989
194298,188264,10/01/1989
194298,460674,10/01/1989
194298,478773,10/01/1989
194301,93391,10/01/1989
194301,427065,10/01/1989
194301,435929,10/01/1989
194301,574310,10/01/1989
194303,519942,10/01/1989
194306,426715,10/01/1989
194314,441564,10/01/1989
194314,456769,10/01/1989
194314,558169,10/01/1989
194319,438267,10/01/1989
194321,95365,10/01/1989
194321,180195,10/01/1989
194321,412816,10/01/1989
194321,423723,10/01/1989
194321,425081,10/01/1989
194321,433042,10/01/1989
194321,439597,10/01/1989
194321,449826,10/01/1989
194321,485094,10/01/1989
194321,490621,10/01/1989
194321,519941,10/01/1989
194321,667139,10/01/1989
194321,686944,10/01/1989
194322,180206,10/01/1989
194322,237493,10/01/1989
194322,435063,10/01/1989
194322,439308,10/01/1989
194322,574306,10/01/1989
194322,616611,10/01/1989
194327,519942,10/01/1989
194329,183352,10/01/1989
194329,183444,10/01/1989
194329,184428,10/01/1989
194329,186072,10/01/1989
194329,251301,10/01/1989
194329,413140,10/01/1989
194329,415650,10/01/1989
194329,419321,10/01/1989
194329,419698,10/01/1989
194329,433435,10/01/1989
194329,439615,10/01/1989
194329,559323,10/01/1989
194329,645008,10/01/1989
194329,727480,10/01/1989
194332,416297,10/01/1989
194332,422336,10/01/1989
194332,449825,10/01/1989
194332,576226,10/01/1989
194332,576229,10/01/1989
194333,191713,10/01/1989
194333,416915,10/01/1989
194333,418911,10/01/1989
194333,419425,10/01/1989
194333,419591,10/01/1989
194333,420196,10/01/1989
194333,420197,10/01/1989
194333,427951,10/01/1989
194333,428135,10/01/1989
194333,433306,10/01/1989
194333,438455,10/01/1989
194333,452986,10/01/1989
194333,612370,10/01/1989
194336,420452,10/01/1989
194336,422822,10/01/1989
194336,481635,10/01/1989
194336,609618,10/01/1989
194336,679028,10/01/1989
194336,727479,10/01/1989
194337,417034,10/01/1989
194337,487295,10/01/1989
194337,519927,10/01/1989
194339,180527,10/01/1989
194339,184240,10/01/1989
194339,191733,10/01/1989
194339,412901,10/01/1989
194339,620412,10/01/1989
194340,412738,10/01/1989
194340,416284,10/01/1989
194347,178713,10/01/1989
194347,412835,10/01/1989
194347,413205,10/01/1989
194347,417181,10/01/1989
194347,418207,10/01/1989
194347,419110,10/01/1989
194347,419370,10/01/1989
194347,420184,10/01/1989
194347,422996,10/01/1989
194347,428893,10/01/1989
194347,481053,10/01/1989
194347,592565,10/01/1989
194348,441564,10/01/1989
194348,456769,10/01/1989
194348,558169,10/01/1989
194349,178896,10/01/1989
194349,179022,10/01/1989
194349,181610,10/01/1989
194349,411864,10/01/1989
194349,423013,10/01/1989
194349,423692,10/01/1989
194349,425839,10/01/1989
194349,427933,10/01/1989
194349,427961,10/01/1989
194349,430595,10/01/1989
194349,432534,10/01/1989
194349,433934,10/01/1989
194349,436027,10/01/1989
194349,436332,10/01/1989
194349,438300,10/01/1989
194349,442643,10/01/1989
194349,443075,10/01/1989
194349,490119,10/01/1989
194349,503304,10/01/1989
194349,519954,10/01/1989
194349,582167,10/01/1989
194351,416297,10/01/1989
194351,422336,10/01/1989
194351,449825,10/01/1989
194351,576226,10/01/1989
194351,576229,10/01/1989
194353,115482,10/01/1989
194353,115487,10/01/1989
194353,178908,10/01/1989
194353,178952,10/01/1989
194353,179145,10/01/1989
194353,179183,10/01/1989
194353,182209,10/01/1989
194353,182272,10/01/1989
194353,182279,10/01/1989
194353,182298,10/01/1989
194353,182299,10/01/1989
194353,182337,10/01/1989
194353,182585,10/01/1989
194353,182587,10/01/1989
194353,184933,10/01/1989
194353,189149,10/01/1989
194353,189185,10/01/1989
194353,251305,10/01/1989
194353,412557,10/01/1989
194353,412792,10/01/1989
194353,412897,10/01/1989
194353,415911,10/01/1989
194353,416366,10/01/1989
194353,416633,10/01/1989
194353,416913,10/01/1989
194353,417390,10/01/1989
194353,417868,10/01/1989
194353,418191,10/01/1989
194353,418206,10/01/1989
194353,418429,10/01/1989
194353,418573,10/01/1989
194353,418708,10/01/1989
194353,418718,10/01/1989
194353,418813,10/01/1989
194353,419095,10/01/1989
194353,419610,10/01/1989
194353,419943,10/01/1989
194353,420397,10/01/1989
194353,420399,10/01/1989
194353,420848,10/01/1989
194353,421105,10/01/1989
194353,421550,10/01/1989
194353,421700,10/01/1989
194353,422355,10/01/1989
194353,422403,10/01/1989
194353,422663,10/01/1989
194353,422672,10/01/1989
194353,422925,10/01/1989
194353,423264,10/01/1989
194353,423914,10/01/1989
194353,425006,10/01/1989
194353,425014,10/01/1989
194353,425326,10/01/1989
194353,426419,10/01/1989
194353,426608,10/01/1989
194353,426642,10/01/1989
194353,426721,10/01/1989
194353,426759,10/01/1989
194353,427093,10/01/1989
194353,427930,10/01/1989
194353,428262,10/01/1989
194353,428440,10/01/1989
194353,428441,10/01/1989
194353,428452,10/01/1989
194353,428688,10/01/1989
194353,429059,10/01/1989
194353,430026,10/01/1989
194353,430035,10/01/1989
194353,430606,10/01/1989
194353,430709,10/01/1989
194353,430877,10/01/1989
194353,432425,10/01/1989
194353,432692,10/01/1989
194353,432700,10/01/1989
194353,432809,10/01/1989
194353,432976,10/01/1989
194353,433812,10/01/1989
194353,433839,10/01/1989
194353,433889,10/01/1989
194353,436115,10/01/1989
194353,436303,10/01/1989
194353,436531,10/01/1989
194353,436543,10/01/1989
194353,439555,10/01/1989
194353,439903,10/01/1989
194353,440600,10/01/1989
194353,440607,10/01/1989
194353,442253,10/01/1989
194353,442768,10/01/1989
194353,443155,10/01/1989
194353,446028,10/01/1989
194353,449837,10/01/1989
194353,449948,10/01/1989
194353,450931,10/01/1989
194353,456783,10/01/1989
194353,456854,10/01/1989
194353,457068,10/01/1989
194353,458460,10/01/1989
194353,460519,10/01/1989
194353,463095,10/01/1989
194353,463582,10/01/1989
194353,463677,10/01/1989
194353,482521,10/01/1989
194353,483575,10/01/1989
194353,485589,10/01/1989
194353,523555,10/01/1989
194353,552822,10/01/1989
194353,574298,10/01/1989
194353,589448,10/01/1989
194353,591862,10/01/1989
194353,599346,10/01/1989
194353,608868,10/01/1989
194353,613115,10/01/1989
194353,667915,10/01/1989
194353,668296,10/01/1989
194353,668300,10/01/1989
194353,670018,10/01/1989
194353,679391,10/01/1989
194353,679392,10/01/1989
194356,176611,10/01/1989
194356,182359,10/01/1989
194356,189218,10/01/1989
194356,417125,10/01/1989
194356,418328,10/01/1989
194356,418603,10/01/1989
194356,421553,10/01/1989
194356,423149,10/01/1989
194356,428862,10/01/1989
194356,434060,10/01/1989
194356,435695,10/01/1989
194356,452310,10/01/1989
194356,461326,10/01/1989
194356,462363,10/01/1989
194356,714370,10/01/1989
194357,433458,10/01/1989
194357,450380,10/01/1989
194357,457070,10/01/1989
194358,412971,10/01/1989
194358,459316,10/01/1989
194367,180585,10/01/1989
194367,182609,10/01/1989
194367,184473,10/01/1989
194367,184545,10/01/1989
194367,440352,10/01/1989
194367,552946,10/01/1989
194367,602498,10/01/1989
194371,418800,10/01/1989
194371,428591,10/01/1989
194375,184219,10/01/1989
194375,478761,10/01/1989
194379,610327,10/01/1989
194382,115512,10/01/1989
194382,184249,10/01/1989
194382,422742,10/01/1989
194384,478050,10/01/1989
194384,550992,10/01/1989
194386,416440,10/01/1989
194387,463031,10/01/1989
194388,440592,10/01/1989
194391,444360,10/01/1989
194391,533282,10/01/1989
194392,444360,10/01/1989
194392,533282,10/01/1989
194400,440603,10/01/1989
194403,416297,10/01/1989
194403,422336,10/01/1989
194403,449825,10/01/1989
194403,576226,10/01/1989
194403,576229,10/01/1989
194407,181594,10/01/1989
194409,420452,10/01/1989
194409,422822,10/01/1989
194409,481635,10/01/1989
194409,609618,10/01/1989
194409,679028,10/01/1989
194409,727479,10/01/1989
194413,441564,10/01/1989
194413,456769,10/01/1989
194413,558169,10/01/1989
194414,412629,10/01/1989
194414,423275,10/01/1989
194414,429042,10/01/1989
194420,95365,10/01/1989
194420,180195,10/01/1989
194420,412816,10/01/1989
194420,423723,10/01/1989
194420,425081,10/01/1989
194420,433042,10/01/1989
194420,439597,10/01/1989
194420,449826,10/01/1989
194420,485094,10/01/1989
194420,490621,10/01/1989
194420,519941,10/01/1989
194420,667139,10/01/1989
194420,686944,10/01/1989
194422,416601,10/01/1989
194422,419389,10/01/1989
194422,479413,10/01/1989
194429,412971,10/01/1989
194429,459316,10/01/1989
194430,236,10/01/1989
194430,416606,10/01/1989
194430,434881,10/01/1989
194437,184530,10/01/1989
194437,411786,10/01/1989
194437,411891,10/01/1989
194437,426158,10/01/1989
194437,433872,10/01/1989
194442,183352,10/01/1989
194442,183444,10/01/1989
194442,184428,10/01/1989
194442,186072,10/01/1989
194442,251301,10/01/1989
194442,413140,10/01/1989
194442,415650,10/01/1989
194442,419321,10/01/1989
194442,419698,10/01/1989
194442,433435,10/01/1989
194442,439615,10/01/1989
194442,559323,10/01/1989
194442,645008,10/01/1989
194442,727480,10/01/1989
194448,429127,10/01/1989
194448,430373,10/01/1989
194448,477974,10/01/1989
194451,180206,10/01/1989
194451,237493,10/01/1989
194451,435063,10/01/1989
194451,439308,10/01/1989
194451,574306,10/01/1989
194451,616611,10/01/1989
194452,417034,10/01/1989
194452,487295,10/01/1989
194452,519927,10/01/1989
194453,184530,10/01/1989
194453,411786,10/01/1989
194453,411891,10/01/1989
194453,426158,10/01/1989
194453,433872,10/01/1989
194455,412738,10/01/1989
194455,416284,10/01/1989
194460,184828,10/01/1989
194460,416264,10/01/1989
194460,422878,10/01/1989
194460,478040,10/01/1989
194461,182377,10/01/1989
194461,184218,10/01/1989
194461,415685,10/01/1989
194466,115482,10/01/1989
194466,115487,10/01/1989
194466,178908,10/01/1989
194466,178952,10/01/1989
194466,179145,10/01/1989
194466,179183,10/01/1989
194466,182209,10/01/1989
194466,182272,10/01/1989
194466,182279,10/01/1989
194466,182298,10/01/1989
194466,182299,10/01/1989
194466,182337,10/01/1989
194466,182585,10/01/1989
194466,182587,10/01/1989
194466,184933,10/01/1989
194466,189149,10/01/1989
194466,189185,10/01/1989
194466,251305,10/01/1989
194466,412557,10/01/1989
194466,412792,10/01/1989
194466,412897,10/01/1989
194466,415911,10/01/1989
194466,416366,10/01/1989
194466,416633,10/01/1989
194466,416913,10/01/1989
194466,417390,10/01/1989
194466,417868,10/01/1989
194466,418191,10/01/1989
194466,418206,10/01/1989
194466,418429,10/01/1989
194466,418573,10/01/1989
194466,418708,10/01/1989
194466,418718,10/01/1989
194466,418813,10/01/1989
194466,419095,10/01/1989
194466,419610,10/01/1989
194466,419943,10/01/1989
194466,420397,10/01/1989
194466,420399,10/01/1989
194466,420848,10/01/1989
194466,421105,10/01/1989
194466,421550,10/01/1989
194466,421700,10/01/1989
194466,422355,10/01/1989
194466,422403,10/01/1989
194466,422663,10/01/1989
194466,422672,10/01/1989
194466,422925,10/01/1989
194466,423264,10/01/1989
194466,423914,10/01/1989
194466,425006,10/01/1989
194466,425014,10/01/1989
194466,425326,10/01/1989
194466,426419,10/01/1989
194466,426608,10/01/1989
194466,426642,10/01/1989
194466,426721,10/01/1989
194466,426759,10/01/1989
194466,427093,10/01/1989
194466,427930,10/01/1989
194466,428262,10/01/1989
194466,428440,10/01/1989
194466,428441,10/01/1989
194466,428452,10/01/1989
194466,428688,10/01/1989
194466,429059,10/01/1989
194466,430026,10/01/1989
194466,430035,10/01/1989
194466,430606,10/01/1989
194466,430709,10/01/1989
194466,430877,10/01/1989
194466,432425,10/01/1989
194466,432692,10/01/1989
194466,432700,10/01/1989
194466,432809,10/01/1989
194466,432976,10/01/1989
194466,433812,10/01/1989
194466,433839,10/01/1989
194466,433889,10/01/1989
194466,436115,10/01/1989
194466,436303,10/01/1989
194466,436531,10/01/1989
194466,436543,10/01/1989
194466,439555,10/01/1989
194466,439903,10/01/1989
194466,440600,10/01/1989
194466,440607,10/01/1989
194466,442253,10/01/1989
194466,442768,10/01/1989
194466,443155,10/01/1989
194466,446028,10/01/1989
194466,449837,10/01/1989
194466,449948,10/01/1989
194466,450931,10/01/1989
194466,456783,10/01/1989
194466,456854,10/01/1989
194466,457068,10/01/1989
194466,458460,10/01/1989
194466,460519,10/01/1989
194466,463095,10/01/1989
194466,463582,10/01/1989
194466,463677,10/01/1989
194466,482521,10/01/1989
194466,483575,10/01/1989
194466,485589,10/01/1989
194466,523555,10/01/1989
194466,552822,10/01/1989
194466,574298,10/01/1989
194466,589448,10/01/1989
194466,591862,10/01/1989
194466,599346,10/01/1989
194466,608868,10/01/1989
194466,613115,10/01/1989
194466,667915,10/01/1989
194466,668296,10/01/1989
194466,668300,10/01/1989
194466,670018,10/01/1989
194466,679391,10/01/1989
194466,679392,10/01/1989
194476,178713,10/01/1989
194476,412835,10/01/1989
194476,413205,10/01/1989
194476,417181,10/01/1989
194476,418207,10/01/1989
194476,419110,10/01/1989
194476,419370,10/01/1989
194476,420184,10/01/1989
194476,422996,10/01/1989
194476,428893,10/01/1989
194476,481053,10/01/1989
194476,592565,10/01/1989
194477,178763,10/01/1989
194477,411757,10/01/1989
194477,417053,10/01/1989
194477,417708,10/01/1989
194477,419913,10/01/1989
194477,420226,10/01/1989
194477,424132,10/01/1989
194477,428773,10/01/1989
194477,432121,10/01/1989
194477,434343,10/01/1989
194477,463220,10/01/1989
194477,463790,10/01/1989
194477,485000,10/01/1989
194477,646013,10/01/1989
194482,432934,10/01/1989
194483,176496,10/01/1989
194483,180203,10/01/1989
194483,411984,10/01/1989
194483,412771,10/01/1989
194483,419114,10/01/1989
194483,420324,10/01/1989
194483,427960,10/01/1989
194483,441123,10/01/1989
194483,443160,10/01/1989
194483,462278,10/01/1989
194483,478770,10/01/1989
194483,482572,10/01/1989
194483,584091,10/01/1989
194483,592706,10/01/1989
194483,641010,10/01/1989
194483,667140,10/01/1989
194483,706407,10/01/1989
194483,717068,10/01/1989
194483,718220,10/01/1989
194485,415831,10/01/1989
194488,610327,10/01/1989
194492,178713,10/01/1989
194492,412835,10/01/1989
194492,413205,10/01/1989
194492,417181,10/01/1989
194492,418207,10/01/1989
194492,419110,10/01/1989
194492,419370,10/01/1989
194492,420184,10/01/1989
194492,422996,10/01/1989
194492,428893,10/01/1989
194492,481053,10/01/1989
194492,592565,10/01/1989
194506,418800,10/01/1989
194506,428591,10/01/1989
194507,180206,10/01/1989
194507,237493,10/01/1989
194507,435063,10/01/1989
194507,439308,10/01/1989
194507,574306,10/01/1989
194507,616611,10/01/1989
194509,444360,10/01/1989
194509,533282,10/01/1989
194511,182377,10/01/1989
194511,184218,10/01/1989
194511,415685,10/01/1989
194512,418130,10/01/1989
194512,422876,10/01/1989
194512,460517,10/01/1989
194512,507068,10/01/1989
194512,519943,10/01/1989
194514,434241,10/01/1989
194514,478847,10/01/1989
194518,412640,10/01/1989
194518,418498,10/01/1989
194518,432025,10/01/1989
194520,176496,10/01/1989
194520,180203,10/01/1989
194520,411984,10/01/1989
194520,412771,10/01/1989
194520,419114,10/01/1989
194520,420324,10/01/1989
194520,427960,10/01/1989
194520,441123,10/01/1989
194520,443160,10/01/1989
194520,462278,10/01/1989
194520,478770,10/01/1989
194520,482572,10/01/1989
194520,584091,10/01/1989
194520,592706,10/01/1989
194520,641010,10/01/1989
194520,667140,10/01/1989
194520,706407,10/01/1989
194520,717068,10/01/1989
194520,718220,10/01/1989
194521,490376,10/01/1989
194522,463031,10/01/1989
194524,444360,10/01/1989
194524,533282,10/01/1989
194529,416297,10/01/1989
194529,422336,10/01/1989
194529,449825,10/01/1989
194529,576226,10/01/1989
194529,576229,10/01/1989
194531,181594,10/01/1989
194534,415892,10/01/1989
194534,440235,10/01/1989
194534,461121,10/01/1989
194535,441564,10/01/1989
194535,456769,10/01/1989
194535,558169,10/01/1989
194539,416601,10/01/1989
194539,419389,10/01/1989
194539,479413,10/01/1989
194542,412971,10/01/1989
194542,459316,10/01/1989
194543,485198,10/01/1989
194546,184530,10/01/1989
194546,411786,10/01/1989
194546,411891,10/01/1989
194546,426158,10/01/1989
194546,433872,10/01/1989
194548,183352,10/01/1989
194548,183444,10/01/1989
194548,184428,10/01/1989
194548,186072,10/01/1989
194548,251301,10/01/1989
194548,413140,10/01/1989
194548,415650,10/01/1989
194548,419321,10/01/1989
194548,419698,10/01/1989
194548,433435,10/01/1989
194548,439615,10/01/1989
194548,559323,10/01/1989
194548,645008,10/01/1989
194548,727480,10/01/1989
194550,429127,10/01/1989
194550,430373,10/01/1989
194550,477974,10/01/1989
194553,417034,10/01/1989
194553,487295,10/01/1989
194553,519927,10/01/1989
194554,184530,10/01/1989
194554,411786,10/01/1989
194554,411891,10/01/1989
194554,426158,10/01/1989
194554,433872,10/01/1989
194555,412738,10/01/1989
194555,416284,10/01/1989
194562,115482,10/01/1989
194562,115487,10/01/1989
194562,178908,10/01/1989
194562,178952,10/01/1989
194562,179145,10/01/1989
194562,179183,10/01/1989
194562,182209,10/01/1989
194562,182272,10/01/1989
194562,182279,10/01/1989
194562,182298,10/01/1989
194562,182299,10/01/1989
194562,182337,10/01/1989
194562,182585,10/01/1989
194562,182587,10/01/1989
194562,184933,10/01/1989
194562,189149,10/01/1989
194562,189185,10/01/1989
194562,251305,10/01/1989
194562,412557,10/01/1989
194562,412792,10/01/1989
194562,412897,10/01/1989
194562,415911,10/01/1989
194562,416366,10/01/1989
194562,416633,10/01/1989
194562,416913,10/01/1989
194562,417390,10/01/1989
194562,417868,10/01/1989
194562,418191,10/01/1989
194562,418206,10/01/1989
194562,418429,10/01/1989
194562,418573,10/01/1989
194562,418708,10/01/1989
194562,418718,10/01/1989
194562,418813,10/01/1989
194562,419095,10/01/1989
194562,419610,10/01/1989
194562,419943,10/01/1989
194562,420397,10/01/1989
194562,420399,10/01/1989
194562,420848,10/01/1989
194562,421105,10/01/1989
194562,421550,10/01/1989
194562,421700,10/01/1989
194562,422355,10/01/1989
194562,422403,10/01/1989
194562,422663,10/01/1989
194562,422672,10/01/1989
194562,422925,10/01/1989
194562,423264,10/01/1989
194562,423914,10/01/1989
194562,425006,10/01/1989
194562,425014,10/01/1989
194562,425326,10/01/1989
194562,426419,10/01/1989
194562,426608,10/01/1989
194562,426642,10/01/1989
194562,426721,10/01/1989
194562,426759,10/01/1989
194562,427093,10/01/1989
194562,427930,10/01/1989
194562,428262,10/01/1989
194562,428440,10/01/1989
194562,428441,10/01/1989
194562,428452,10/01/1989
194562,428688,10/01/1989
194562,429059,10/01/1989
194562,430026,10/01/1989
194562,430035,10/01/1989
194562,430606,10/01/1989
194562,430709,10/01/1989
194562,430877,10/01/1989
194562,432425,10/01/1989
194562,432692,10/01/1989
194562,432700,10/01/1989
194562,432809,10/01/1989
194562,432976,10/01/1989
194562,433812,10/01/1989
194562,433839,10/01/1989
194562,433889,10/01/1989
194562,436115,10/01/1989
194562,436303,10/01/1989
194562,436531,10/01/1989
194562,436543,10/01/1989
194562,439555,10/01/1989
194562,439903,10/01/1989
194562,440600,10/01/1989
194562,440607,10/01/1989
194562,442253,10/01/1989
194562,442768,10/01/1989
194562,443155,10/01/1989
194562,446028,10/01/1989
194562,449837,10/01/1989
194562,449948,10/01/1989
194562,450931,10/01/1989
194562,456783,10/01/1989
194562,456854,10/01/1989
194562,457068,10/01/1989
194562,458460,10/01/1989
194562,460519,10/01/1989
194562,463095,10/01/1989
194562,463582,10/01/1989
194562,463677,10/01/1989
194562,482521,10/01/1989
194562,483575,10/01/1989
194562,485589,10/01/1989
194562,523555,10/01/1989
194562,552822,10/01/1989
194562,574298,10/01/1989
194562,589448,10/01/1989
194562,591862,10/01/1989
194562,599346,10/01/1989
194562,608868,10/01/1989
194562,613115,10/01/1989
194562,667915,10/01/1989
194562,668296,10/01/1989
194562,668300,10/01/1989
194562,670018,10/01/1989
194562,679391,10/01/1989
194562,679392,10/01/1989
194563,416297,10/01/1989
194563,422336,10/01/1989
194563,449825,10/01/1989
194563,576226,10/01/1989
194563,576229,10/01/1989
194571,432934,10/01/1989
196384,183352,11/30/1988
196384,183444,11/30/1988
196385,183352,02/15/1989
196385,183444,02/15/1989
196629,183352,09/30/1989
196629,183444,09/30/1989
196630,183352,09/30/1989
196630,183444,09/30/1989
196839,418511,06/30/1989
197528,439615,10/01/1988
197714,95365,06/27/1989
197714,739127,06/27/1989
197715,95365,06/30/1989
197715,739127,06/30/1989
197966,463031,10/01/1988
198000,835050,04/27/1989
198124,183352,01/24/1989
198124,183444,01/24/1989
198125,183352,06/14/1989
198125,183444,06/14/1989
198765,189298,07/01/1989
199370,189298,09/01/1989
199917,189298,04/01/1989
200077,184240,05/01/1989
201628,857304,01/01/1989
201799,191773,07/01/1989
201799,736547,07/01/1989
201869,543047,08/11/1989
201893,543047,08/11/1989
201924,421026,12/01/1988
203223,621904,01/01/1989
203708,420848,09/29/1989
203722,184240,06/01/1989
203769,184907,07/01/1989
204345,416417,12/01/1988
204345,447230,12/01/1988
204496,189298,09/01/1989
204751,188270,09/01/1989
204850,188255,12/01/1988
205024,420042,04/01/1989
205036,442253,04/01/1989
205124,236,07/01/1989
205145,181172,07/01/1989
205174,440235,04/01/1989
205770,430391,09/30/1989
205823,180206,07/01/1989
205835,463790,04/01/1989
205922,592706,07/01/1989
205922,706407,07/01/1989
205922,835050,07/01/1989
205933,706407,05/25/1989
206209,411734,01/01/1989
206374,881275,06/01/1989
206536,435929,07/01/1989
206584,230105,01/01/1989
206584,421898,01/01/1989
206584,434572,01/01/1989
206584,735027,01/01/1989
206584,887745,01/01/1989
206688,857304,07/01/1989
206722,115512,06/01/1989
206752,461262,08/01/1988
206753,461262,08/01/1989
206904,181172,07/01/1989
206992,188255,05/01/1989
207359,411792,12/01/1988
207513,835050,07/01/1989
207527,881507,07/01/1989
207601,435929,12/01/1988
207661,423411,05/01/1989
207661,430295,05/01/1989
207747,419929,03/01/1989
207747,423543,03/01/1989
207747,426133,03/01/1989
207788,98816,12/01/1988
207788,173206,12/01/1988
207788,182370,12/01/1988
207788,186062,12/01/1988
207788,412727,12/01/1988
207788,421416,12/01/1988
207788,422125,12/01/1988
207788,428659,12/01/1988
207788,430790,12/01/1988
207788,434373,12/01/1988
207788,444661,12/01/1988
207788,608870,12/01/1988
207788,647935,12/01/1988
207788,690418,12/01/1988
207788,883133,12/01/1988
207792,835050,01/01/1989
207807,477998,04/01/1989
207938,420463,03/01/1989
207938,423078,03/01/1989
207939,420463,09/28/1989
207939,423078,09/28/1989
208357,516621,03/15/1989
208409,418511,05/01/1989
208455,230105,04/01/1989
208455,421898,04/01/1989
208455,434572,04/01/1989
208455,735027,04/01/1989
208455,887745,04/01/1989
208531,93391,03/01/1989
208533,667140,08/01/1989
208533,718220,08/01/1989
208606,418511,12/15/1988
208706,881275,04/18/1989
208777,177235,07/01/1989
209034,667140,05/01/1989
209034,718220,05/01/1989
209145,168025,08/01/1989
209262,822203,09/01/1989
209527,833105,09/01/1989
209528,833105,04/01/1989
209596,667140,12/01/1988
209596,718220,12/01/1988
209836,423419,09/01/1989
210146,706399,04/01/1989
210293,851802,12/01/1988
210319,191786,04/01/1989
210455,430893,04/01/1989
210475,115512,09/01/1989
210527,667140,01/01/1989
210527,718220,01/01/1989
210528,667140,07/01/1989
210528,718220,07/01/1989
210627,412555,09/01/1989
210757,432428,06/01/1989
210757,483579,06/01/1989
210757,483580,06/01/1989
210757,687455,06/01/1989
210845,427637,03/01/1989
210846,427637,04/01/1989
210962,427637,07/01/1989
211018,421250,07/01/1989
211102,182357,04/01/1989
211239,439433,12/01/1988
211344,706407,08/01/1989
211486,439433,12/01/1988
211606,412914,07/01/1989
211619,435929,02/01/1989
211658,443160,05/01/1989
211664,417655,04/01/1989
211803,430657,06/01/1989
211839,413080,08/01/1989
212092,425967,12/02/1988
212218,822203,09/30/1989
212246,427990,07/01/1989
212251,443098,09/30/1989
212348,416488,04/01/1989
212506,425967,12/01/1988
212629,739124,04/01/1989
212813,16072,12/01/1988
212840,806073,03/01/1989
212857,667140,04/01/1989
212857,718220,04/01/1989
213284,418714,07/01/1989
213291,706351,09/01/1989
213371,418511,07/01/1989
213402,178735,01/01/1989
213593,739124,01/01/1989
213726,478037,12/01/1988
213748,176496,04/01/1989
