grantid,pid,BUDGET_START
2209422,438282,5/1/2016
2209422,441746,5/1/2016
2209490,183432,5/15/2016
2209490,435602,5/15/2016
2209535,421166,7/1/2016
2209601,740883,9/14/2016
2209729,647936,7/1/2016
2209788,187219,7/1/2016
2209788,441881,7/1/2016
2209788,453431,7/1/2016
2209884,545577,5/26/2016
2209892,451462,6/1/2016
2209906,179088,3/1/2016
2209947,184475,8/1/2016
2209972,412632,7/1/2016
2210015,185486,12/1/2015
2210026,724129,3/1/2016
2210042,115507,12/4/2015
2210042,182202,12/4/2015
2210042,189284,12/4/2015
2210042,191449,12/4/2015
2210042,416591,12/4/2015
2210042,418091,12/4/2015
2210042,418759,12/4/2015
2210042,419026,12/4/2015
2210042,421132,12/4/2015
2210042,421806,12/4/2015
2210042,422702,12/4/2015
2210042,426856,12/4/2015
2210042,427524,12/4/2015
2210042,428311,12/4/2015
2210042,434261,12/4/2015
2210042,434470,12/4/2015
2210042,442422,12/4/2015
2210042,442641,12/4/2015
2210042,446126,12/4/2015
2210042,446219,12/4/2015
2210042,447157,12/4/2015
2210042,618970,12/4/2015
2210042,633022,12/4/2015
2210042,689084,12/4/2015
2210042,724128,12/4/2015
2210042,834689,12/4/2015
2210094,179176,8/1/2016
2210112,559111,4/15/2016
2210271,419093,4/18/2016
2210294,184240,5/1/2016
2210325,667140,1/1/2016
2210325,718220,1/1/2016
2210407,417091,9/23/2016
2210638,184433,3/10/2016
2210669,417091,8/1/2016
2210670,119971,8/1/2016
2210670,180187,8/1/2016
2210728,557389,8/1/2016
2210733,115527,4/4/2016
2210733,421842,4/4/2016
2210733,441794,4/4/2016
2210733,503306,4/4/2016
2210752,427318,4/1/2016
2210752,457919,4/1/2016
2210752,531079,4/1/2016
2210785,182202,5/1/2016
2210785,189284,5/1/2016
2210785,419026,5/1/2016
2210785,422702,5/1/2016
2210785,426856,5/1/2016
2210785,434261,5/1/2016
2210833,419497,8/1/2016
2210833,461910,8/1/2016
2210833,644997,8/1/2016
2210862,416928,7/7/2016
2210862,419056,7/7/2016
2210862,433270,7/7/2016
2210862,434587,7/7/2016
2210862,457923,7/7/2016
2210876,432267,9/20/2016
2210876,433065,9/20/2016
2210885,438260,3/1/2016
2210942,462223,5/1/2016
2210948,182427,9/1/2016
2210972,446206,9/1/2016
2210972,478781,9/1/2016
2210973,433916,8/1/2016
2211019,419801,8/1/2016
2211046,478709,4/15/2016
2211171,417231,9/21/2016
2211171,596810,9/21/2016
2211171,840188,9/21/2016
2211171,881805,9/21/2016
2211186,449803,2/1/2016
2211261,418565,6/1/2016
2211261,434517,6/1/2016
2211261,482581,6/1/2016
2211261,621905,6/1/2016
2211267,115507,9/1/2016
2211305,460551,6/1/2016
2211378,425343,6/1/2016
2211378,429312,6/1/2016
2211392,417063,12/1/2015
2211392,883176,12/1/2015
2211483,432826,8/1/2016
2211542,421002,9/23/2016
2211644,582167,8/1/2016
2211658,421247,9/1/2016
2211658,456753,9/1/2016
2211658,831867,9/1/2016
2211658,884135,9/1/2016
2211660,115507,6/1/2016
2211672,185080,2/1/2016
2211672,419529,2/1/2016
2211736,187219,9/1/2016
2211736,441881,9/1/2016
2211736,453431,9/1/2016
2211785,203824,9/1/2016
2211817,189291,6/1/2016
2211820,181584,3/1/2016
2211876,187289,5/1/2016
2211916,420984,4/1/2016
2211916,447120,4/1/2016
2211916,451553,4/1/2016
2211916,670243,4/1/2016
2211920,416875,8/1/2016
2211925,115507,1/1/2016
2211981,418302,5/1/2016
2212024,93391,1/1/2016
2212082,412881,7/1/2016
2212150,419960,9/1/2016
2212150,431985,9/1/2016
2212150,438282,9/1/2016
2212150,441746,9/1/2016
2212335,185018,1/1/2016
2212335,488035,1/1/2016
2212364,431984,6/1/2016
2212382,419431,4/15/2016
2212385,463220,1/1/2016
2212455,16072,7/1/2016
2212473,423574,6/1/2016
2212489,179145,5/1/2016
2212489,433839,5/1/2016
2212589,423600,7/1/2016
2212589,425152,7/1/2016
2212710,887728,9/6/2016
2213020,435178,6/1/2016
2213053,354012,6/1/2016
2213053,423523,6/1/2016
2213053,427611,6/1/2016
2213081,411991,5/1/2016
2213103,181588,5/1/2016
2213137,93391,1/1/2016
2213198,184475,7/1/2016
2213207,521439,6/15/2016
2213247,180538,1/1/2016
2213248,185080,2/1/2016
2213248,419529,2/1/2016
2213252,189149,11/14/2016
2213393,429729,4/1/2016
2213445,179145,6/1/2016
2213445,433839,6/1/2016
2213461,416928,1/1/2016
2213461,419056,1/1/2016
2213461,434587,1/1/2016
2213461,457923,1/1/2016
2213482,884362,8/1/2016
2213526,645008,8/16/2016
2213529,550611,8/1/2016
2213564,422696,9/15/2016
2213564,428256,9/15/2016
2213564,433064,9/15/2016
2213564,518573,9/15/2016
2213613,881491,4/30/2016
2213656,427990,5/1/2016
2213701,419093,09/30/2016
2213731,739991,9/1/2016
2213738,187301,9/1/2016
2213738,419431,9/1/2016
2213738,422936,9/1/2016
2213738,427846,9/1/2016
2213738,428402,9/1/2016
2213738,429131,9/1/2016
2213738,432677,9/1/2016
2213738,754242,9/1/2016
2213738,790524,9/1/2016
2213914,417231,2/11/2016
2213914,596810,2/11/2016
2213914,840188,2/11/2016
2213914,881805,2/11/2016
2213965,419960,4/1/2016
2213965,431985,4/1/2016
2213965,438282,4/1/2016
2213965,441746,4/1/2016
2213984,182331,1/14/2016
2213984,461453,1/14/2016
2214034,451565,7/1/2016
2214101,183339,7/12/2016
2214101,185480,7/12/2016
2214101,189212,7/12/2016
2214101,418250,7/12/2016
2214101,433840,7/12/2016
2214101,433916,7/12/2016
2214101,436235,7/12/2016
2214101,451906,7/12/2016
2214101,846274,7/12/2016
2214123,460674,7/1/2016
2214228,184475,1/1/2016
2214231,775575,8/1/2016
2214351,846274,4/5/2016
2214381,426656,7/27/2016
2214477,411802,7/1/2016
2214478,115507,9/1/2016
2214478,633022,9/1/2016
2214482,183365,7/1/2016
2214507,440545,7/1/2016
2214533,421108,9/12/2016
2214639,115507,5/1/2016
2214701,446206,4/1/2016
2214701,478781,4/1/2016
2214704,478037,8/1/2016
2214713,421582,6/24/2016
2214713,422274,6/24/2016
2214713,802851,6/24/2016
2214713,849699,6/24/2016
2214741,539781,9/15/2016
2214815,449831,5/3/2016
2214820,185018,4/1/2016
2214820,488035,4/1/2016
2214876,93391,1/1/2016
2214959,768890,4/1/2016
2214976,421527,4/1/2016
2214976,439560,4/1/2016
2214976,461452,4/1/2016
2214990,426977,7/1/2016
2215067,426231,6/20/2016
2215067,426871,6/20/2016
2215067,427337,6/20/2016
2215067,645009,6/20/2016
2215072,424966,9/30/2016
2215074,425545,09/30/2016
2215074,438227,09/30/2016
2215074,444671,09/30/2016
2215099,450385,9/1/2016
2215125,728257,7/1/2016
2215168,840188,7/1/2016
2215168,881805,7/1/2016
2215184,451565,7/1/2016
2215240,180541,5/1/2016
2215240,182237,5/1/2016
2215240,421525,5/1/2016
2215240,423589,5/1/2016
2215240,428184,5/1/2016
2215240,444638,5/1/2016
2215240,452194,5/1/2016
2215275,184836,6/1/2016
2215275,425696,6/1/2016
2215275,434575,6/1/2016
2215275,458105,6/1/2016
2215275,606961,6/1/2016
2215362,724129,7/1/2016
2215420,427663,1/1/2016
2215432,419497,4/15/2016
2215438,421582,1/1/2016
2215438,422274,1/1/2016
2215438,802851,1/1/2016
2215438,849699,1/1/2016
2215500,416217,9/1/2016
2215522,183352,3/1/2016
2215522,183444,3/1/2016
2215573,429333,7/1/2016
2215599,188270,5/1/2016
2215609,178728,7/1/2016
2215613,482954,2/1/2016
2215651,419901,6/1/2016
2215651,881731,6/1/2016
2215687,115507,6/1/2014
2215687,182202,6/1/2014
2215687,189284,6/1/2014
2215687,191449,6/1/2014
2215687,416591,6/1/2014
2215687,418091,6/1/2014
2215687,418759,6/1/2014
2215687,419026,6/1/2014
2215687,421132,6/1/2014
2215687,421806,6/1/2014
2215687,422702,6/1/2014
2215687,426856,6/1/2014
2215687,427524,6/1/2014
2215687,428311,6/1/2014
2215687,434261,6/1/2014
2215687,434470,6/1/2014
2215687,442422,6/1/2014
2215687,442641,6/1/2014
2215687,446126,6/1/2014
2215687,446219,6/1/2014
2215687,447157,6/1/2014
2215687,633022,6/1/2014
2215687,689084,6/1/2014
2215687,724128,6/1/2014
2215687,834689,6/1/2014
2215761,168347,4/1/2014
2215778,417667,3/1/2016
2215811,181191,7/1/2016
2215811,419233,7/1/2016
2215811,428364,7/1/2016
2215833,832004,1/19/2016
2215916,180558,6/1/2016
2215928,425545,09/30/2016
2215928,438227,09/30/2016
2215928,444671,09/30/2016
2215931,179131,5/1/2016
2215936,411792,7/1/2016
2215944,419827,8/1/2015
2215948,800695,9/1/2016
2215966,182289,7/1/2016
2215966,545173,7/1/2016
2215966,884940,7/1/2016
2216001,418160,6/1/2016
2216019,480834,1/1/2016
2216028,115507,5/1/2016
2216030,834687,5/1/2016
2216042,766871,8/26/2016
2216066,115507,8/1/2016
2216157,178711,9/1/2016
2216169,187238,7/1/2016
2216176,769606,5/1/2016
2216195,426405,3/1/2016
2216310,444947,4/1/2016
2216335,173154,9/1/2016
2216335,461354,9/1/2016
2216374,423496,12/1/2015
2216477,115507,6/1/2016
2216527,865199,7/1/2016
2216544,189214,4/1/2016
2216544,426357,4/1/2016
2216544,427937,4/1/2016
2216544,483672,4/1/2016
2216544,617570,4/1/2016
2216621,189298,7/1/2016
2216639,481524,7/5/2016
2216654,449691,7/1/2016
2216658,187261,1/1/2016
2216658,419613,1/1/2016
2216658,430041,1/1/2016
2216658,440263,1/1/2016
2216658,787259,1/1/2016
2216721,185479,5/1/2016
2216742,430253,4/20/2016
2216823,419093,4/1/2016
2216843,418565,6/1/2016
2216843,434517,6/1/2016
2216843,482581,6/1/2016
2216843,621905,6/1/2016
2216856,479324,9/8/2016
2216899,187219,8/1/2016
2216899,441881,8/1/2016
2216899,453431,8/1/2016
2216904,191786,4/1/2016
2217116,417743,7/1/2016
2217116,423330,7/1/2016
2217151,411834,8/1/2016
2217222,428809,8/8/2016
2217236,428743,8/1/2016
2217248,769606,9/1/2016
2217258,433720,9/1/2016
2217258,530964,9/1/2016
2217336,463790,6/1/2016
2217390,397503,9/1/2016
2217444,416928,5/1/2016
2217444,419056,5/1/2016
2217444,433270,5/1/2016
2217444,434587,5/1/2016
2217444,457923,5/1/2016
2217521,417632,4/1/2016
2217521,441122,4/1/2016
2217531,182401,9/1/2016
2217531,420341,9/1/2016
2217554,416551,9/15/2016
2217702,434754,7/1/2016
2217950,706399,4/1/2016
2217954,417231,9/1/2016
2217954,596810,9/1/2016
2217954,840188,9/1/2016
2217954,881805,9/1/2016
2217967,519786,9/23/2016
2218014,417893,7/1/2016
2218065,433458,6/1/2016
2218079,185806,8/1/2016
2218114,412554,1/1/2016
2218115,433156,6/1/2016
2218137,417274,9/1/2016
2218180,191753,4/1/2016
2218195,421456,1/1/2016
2218199,724129,7/5/2016
2218240,426384,6/1/2016
2218240,436404,6/1/2016
2218255,189146,9/1/2016
2218255,487928,9/1/2016
2218311,429333,7/1/2016
2218376,717655,1/1/2016
2218414,423042,6/1/2016
2218600,419053,6/1/2016
2218600,423509,6/1/2016
2218600,425418,6/1/2016
2218600,439264,6/1/2016
2218629,173154,6/1/2016
2218676,191688,1/8/2016
2218676,423042,1/8/2016
2218735,184934,8/1/2016
2218735,883770,8/1/2016
2218815,180203,7/1/2016
2218859,418565,5/1/2016
2218859,434517,5/1/2016
2218859,482581,5/1/2016
2218859,621905,5/1/2016
2218866,456987,7/1/2016
2218873,419093,2/1/2016
2218896,588664,4/1/2016
2218917,189291,8/1/2016
2218928,449831,7/1/2016
2218954,185486,12/1/2015
2218960,184503,3/1/2016
2219108,185080,6/1/2016
2219108,419529,6/1/2016
2219108,419618,6/1/2016
2219116,884220,1/1/2016
2219369,432318,8/1/2016
2219369,458270,8/1/2016
2219512,557517,9/1/2016
2219565,182300,6/1/2016
2219577,419960,8/16/2016
2219577,431985,8/16/2016
2219577,438282,8/16/2016
2219577,441746,8/16/2016
2219813,433255,7/1/2016
2219881,419431,6/1/2016
2219897,419943,8/19/2016
2219897,433889,8/19/2016
2219897,443155,8/19/2016
2219979,188268,7/1/2016
2220036,184470,6/1/2016
2220036,527276,6/1/2016
2220048,478007,8/1/2016
2220056,884220,9/1/2016
2220071,432028,5/1/2016
2220081,426069,6/1/2016
2220081,431913,6/1/2016
2220081,445525,6/1/2016
2220081,479391,6/1/2016
2220087,419093,8/1/2016
2220113,179145,8/1/2016
2220113,433839,8/1/2016
2220124,833141,8/29/2016
2220140,439615,1/1/2016
2220143,184246,4/1/2016
2220163,427222,9/1/2016
2220163,446211,9/1/2016
2220163,457849,9/1/2016
2220163,883185,9/1/2016
2220172,430848,6/1/2016
2220206,184240,5/1/2016
2220237,182370,4/1/2016
2220237,186062,4/1/2016
2220248,183432,6/1/2016
2220248,435602,6/1/2016
2220340,427333,2/8/2016
2220413,418565,4/1/2016
2220413,434517,4/1/2016
2220413,482581,4/1/2016
2220413,621905,4/1/2016
2220462,203819,3/16/2016
2220524,433225,12/1/2014
2220596,115527,6/1/2016
2220596,421842,6/1/2016
2220596,503306,6/1/2016
2220677,419081,8/20/2016
2220677,421108,8/20/2016
2220716,813274,8/1/2016
2220719,609618,6/1/2016
2220758,441020,4/1/2016
2220770,427889,8/1/2016
2220771,775575,7/1/2016
2220830,173213,9/1/2016
2220891,413371,8/26/2016
2220892,421258,3/1/2016
2220920,432083,7/15/2016
2220939,424966,7/15/2016
2220968,477984,7/1/2016
2221019,419901,1/1/2016
2221019,668589,1/1/2016
2221019,881731,1/1/2016
2221101,176496,9/1/2016
2221159,93391,1/1/2016
2221349,182370,4/1/2016
2221349,186062,4/1/2016
2221349,444661,4/1/2016
2221349,883133,4/1/2016
2221354,423057,6/1/2016
2221354,434176,6/1/2016
2221354,445571,6/1/2016
2221406,179088,2/1/2016
2221533,424047,3/1/2016
2221584,450371,4/1/2016
2221703,428576,9/1/2016
2221751,419003,7/1/2016
2221751,420643,7/1/2016
2221751,458844,7/1/2016
2221751,559007,7/1/2016
2221876,419497,6/1/2016
2221914,479267,9/1/2015
2221957,181191,7/1/2016
2221957,419233,7/1/2016
2221957,428364,7/1/2016
2221959,180558,3/15/2016
2222026,865199,7/1/2016
2222161,184240,5/1/2016
2222254,667140,5/1/2016
2222254,718220,5/1/2016
2222260,614215,4/1/2016
2222419,463790,9/1/2016
2222469,449831,09/28/2016
2222496,462223,5/1/2016
2222507,424276,11/1/2015
2222516,446206,9/1/2016
2222516,478781,9/1/2016
2222525,424276,5/1/2016
2222601,418758,8/1/2016
2222706,451560,4/1/2016
2222706,460575,4/1/2016
2222706,461906,4/1/2016
2222709,115507,10/1/2015
2222807,610764,9/1/2016
2222842,740878,12/1/2015
2222901,417142,2/1/2016
2222918,588664,8/1/2016
2222944,179122,7/1/2016
2222981,456781,4/1/2016
2222990,182598,2/7/2016
2223214,435230,2/1/2016
2223214,436243,2/1/2016
2223235,428999,7/1/2016
2223235,439393,7/1/2016
3653085,184836,11/01/2016
3653085,425696,11/01/2016
3653085,434575,11/01/2016
3653085,458105,11/01/2016
3653085,606961,11/01/2016
3653122,98816,09/26/2016
3653122,173206,09/26/2016
3653122,412727,09/26/2016
3653122,421416,09/26/2016
3653122,428659,09/26/2016
3653122,430790,09/26/2016
3653122,434373,09/26/2016
3653122,608870,09/26/2016
3653122,647935,09/26/2016
3653122,690418,09/26/2016
3653124,439615,01/19/2017
3653143,647936,01/15/2017
3653156,299674,05/01/2016
3653273,187301,01/15/2017
3653273,419431,01/15/2017
3653273,422936,01/15/2017
3653273,427846,01/15/2017
3653273,428402,01/15/2017
3653273,429131,01/15/2017
3653273,432677,01/15/2017
3653273,754242,01/15/2017
3653273,790524,01/15/2017
3653333,460674,01/01/2017
3654034,449697,12/01/2016
3654071,185080,12/01/2016
3654071,419529,12/01/2016
3654122,419053,12/01/2016
3654122,423509,12/01/2016
3654122,425418,12/01/2016
3654122,439264,12/01/2016
3654127,483656,12/01/2016
3654136,417063,12/01/2016
3654136,883176,12/01/2016
3654137,426730,12/01/2016
3654150,185018,12/01/2016
3654150,488035,12/01/2016
3654152,191753,12/01/2016
3654180,739991,12/01/2016
3654259,115507,12/01/2016
3654259,182427,12/01/2016
3654358,179122,12/01/2016
3654374,419901,12/01/2016
3654374,668589,12/01/2016
3654374,881731,12/01/2016
3654400,416496,06/01/2016
3654471,185486,12/01/2016
3654529,182427,12/01/2016
3654546,185486,12/01/2016
3654577,417632,12/01/2016
3654577,441122,12/01/2016
3654599,766871,12/01/2016
3654685,463790,12/01/2016
3654746,435822,12/01/2016
3654753,419081,12/01/2016
3654753,421108,12/01/2016
3654767,185806,12/01/2016
3654799,461715,12/01/2016
3654816,427037,12/01/2016
3654816,432055,12/01/2016
3654816,434970,12/01/2016
3654869,425157,12/01/2016
3654869,429064,12/01/2016
3654888,451560,12/01/2016
3654888,461906,12/01/2016
3654894,189299,12/02/2016
3654899,425155,12/01/2016
3654923,686944,12/01/2016
3654954,460496,12/01/2016
3655014,183352,12/01/2016
3655014,183444,12/01/2016
3655032,421582,12/01/2016
3655032,422274,12/01/2016
3655032,802851,12/01/2016
3655032,849699,12/01/2016
3655034,181146,12/01/2016
3655039,418193,12/01/2016
3655039,429292,12/01/2016
3655039,446371,12/01/2016
3655039,834687,12/01/2016
3655042,424663,12/01/2016
3655095,187219,12/01/2016
3655095,441881,12/01/2016
3655095,453431,12/01/2016
3655098,419497,12/01/2016
3655101,881491,12/01/2016
3655169,187219,12/01/2016
3655169,441881,12/01/2016
3655169,453431,12/01/2016
3655198,184836,12/01/2016
3655198,425696,12/01/2016
3655198,434575,12/01/2016
3655198,458105,12/01/2016
3655198,606961,12/01/2016
3655274,423207,12/01/2016
3655274,446039,12/01/2016
3655280,446496,12/01/2016
3655434,179066,12/01/2016
3655434,882242,12/01/2016
3655452,740878,12/01/2016
3655534,115507,12/01/2016
3655571,182370,12/01/2016
3655571,186062,12/01/2016
3655631,191449,12/01/2016
3655631,416591,12/01/2016
3655631,421132,12/01/2016
3655631,427524,12/01/2016
3655631,428311,12/01/2016
3655631,434470,12/01/2016
3655631,442422,12/01/2016
3655631,633022,12/01/2016
3655631,834689,12/01/2016
3655770,426688,12/01/2016
3655770,887728,12/01/2016
3655782,98814,12/01/2016
3655782,422360,12/01/2016
3655782,425005,12/01/2016
3655799,115507,12/01/2016
3655799,182202,12/01/2016
3655799,189284,12/01/2016
3655799,191449,12/01/2016
3655799,416591,12/01/2016
3655799,418091,12/01/2016
3655799,418759,12/01/2016
3655799,419026,12/01/2016
3655799,421132,12/01/2016
3655799,421806,12/01/2016
3655799,422702,12/01/2016
3655799,426856,12/01/2016
3655799,427524,12/01/2016
3655799,428311,12/01/2016
3655799,434261,12/01/2016
3655799,434470,12/01/2016
3655799,442422,12/01/2016
3655799,442641,12/01/2016
3655799,446126,12/01/2016
3655799,446219,12/01/2016
3655799,447157,12/01/2016
3655799,618970,12/01/2016
3655799,633022,12/01/2016
3655799,689084,12/01/2016
3655799,724128,12/01/2016
3655799,834689,12/01/2016
3655890,445526,12/01/2016
3655899,422489,12/01/2016
3655899,422751,12/01/2016
3655899,426691,12/01/2016
3655911,116067,12/01/2016
3655928,835050,12/05/2016
3655945,451986,12/01/2016
3656154,431984,12/07/2016
3656188,189149,09/01/2016
3656195,419960,12/01/2016
3656195,431985,12/01/2016
3656195,438282,12/01/2016
3656195,441746,12/01/2016
3656205,180529,12/01/2016
3656226,183432,12/08/2016
3656226,435602,12/08/2016
3656584,418065,12/12/2016
3657620,425752,12/15/2016
3657649,438260,12/01/2016
3657837,420090,12/15/2016
3657837,445012,12/15/2016
3657838,463790,12/13/2016
3658133,411829,12/15/2016
3658133,428869,12/15/2016
3658277,189288,12/01/2016
3658504,449831,12/01/2016
3658542,887906,12/19/2016
3658552,182370,06/01/2016
3658552,186062,06/01/2016
3658552,444661,06/01/2016
3658552,883133,06/01/2016
3658556,186085,12/29/2016
3658732,548282,01/01/2017
3658738,182289,01/01/2017
3658738,545173,01/01/2017
3658738,884940,01/01/2017
3658811,427663,01/01/2017
3658813,184836,01/01/2017
3658813,425696,01/01/2017
3658813,434575,01/01/2017
3658813,458105,01/01/2017
3658813,606961,01/01/2017
3658824,418429,01/01/2017
3658824,426608,01/01/2017
3658826,421456,01/01/2017
3658835,545577,01/01/2017
3658896,422251,01/01/2017
3658905,187275,01/01/2017
3658932,93391,01/01/2017
3658935,840188,01/01/2017
3658935,881805,01/01/2017
3658945,185486,01/01/2017
3658950,832004,01/01/2017
3658958,184475,01/01/2017
3658959,184475,01/01/2017
3658960,184475,01/01/2017
3658971,420090,01/01/2017
3658971,445012,01/01/2017
3658990,185018,01/01/2017
3658990,488035,01/01/2017
3659004,180538,01/01/2017
3659082,740878,01/01/2017
3659137,686944,01/01/2017
3659152,481524,01/01/2017
3659161,115507,01/01/2017
3659161,191449,01/01/2017
3659161,834689,01/01/2017
3659213,93391,01/01/2017
3659261,426730,01/01/2017
3659285,429563,01/03/2017
3659285,432170,01/03/2017
3659320,187261,01/01/2017
3659320,419613,01/01/2017
3659320,430041,01/01/2017
3659320,440263,01/01/2017
3659320,787259,01/01/2017
3659435,428609,01/04/2017
3659435,456833,01/04/2017
3659443,452669,01/01/2017
3659571,480834,01/01/2017
3659653,93391,01/01/2017
3659654,93391,01/01/2017
3659655,93391,01/01/2017
3659656,419628,01/01/2017
3659820,427222,01/01/2017
3659820,446211,01/01/2017
3659820,457849,01/01/2017
3659820,883185,01/01/2017
3659825,419093,01/01/2017
3659831,433155,01/01/2017
3659831,434544,01/01/2017
3660001,477843,01/01/2017
3660048,430148,01/01/2017
3660051,191688,01/01/2017
3660051,423042,01/01/2017
3660057,93391,01/01/2017
3660062,93391,01/01/2017
3660094,417653,01/01/2017
3660115,675362,01/01/2017
3660152,185480,01/01/2017
3660152,189212,01/01/2017
3660152,433840,01/01/2017
3660152,436235,01/01/2017
3660152,451906,01/01/2017
3660215,451565,01/01/2017
3660219,444907,01/01/2017
3660219,459427,01/01/2017
3660258,436391,01/01/2017
3660270,187261,01/01/2017
3660270,419613,01/01/2017
3660270,430041,01/01/2017
3660270,440263,01/01/2017
3660270,787259,01/01/2017
3660307,483940,01/01/2017
3660318,93391,01/01/2017
3660320,93391,01/01/2017
3660323,93391,01/01/2017
3660329,115482,10/21/2016
3660329,418813,10/21/2016
3660329,432976,10/21/2016
3660340,184869,01/01/2017
3660340,419413,01/01/2017
3660340,420885,01/01/2017
3660340,421250,01/01/2017
3660340,425879,01/01/2017
3660340,433860,01/01/2017
3660340,888913,01/01/2017
3660344,412645,01/01/2017
3660344,423558,01/01/2017
3660344,423805,01/01/2017
3660344,428004,01/01/2017
3660344,691017,01/01/2017
3660358,427651,01/01/2017
3660362,667140,01/01/2017
3660362,718220,01/01/2017
3660394,421108,01/01/2017
3660416,427343,01/01/2017
3660488,427318,01/01/2017
3660488,457919,01/01/2017
3660488,531079,01/01/2017
3660544,187264,01/01/2017
3660548,411785,01/01/2017
3660605,182331,01/01/2017
3660605,461453,01/01/2017
3660631,717655,01/01/2017
3660652,792562,01/01/2017
3660710,93391,01/01/2017
3660774,816369,01/01/2017
3660814,419901,01/01/2017
3660814,668589,01/01/2017
3660814,881731,01/01/2017
3660860,421582,01/01/2017
3660860,422274,01/01/2017
3660860,802851,01/01/2017
3660860,849699,01/01/2017
3660931,424047,01/01/2017
3661147,421940,01/01/2017
3661205,178563,01/09/2017
3661240,420638,01/01/2017
3661240,426288,01/01/2017
3661240,481524,01/01/2017
3663802,419901,10/01/2016
3663802,881731,10/01/2016
3663830,419901,10/01/2016
3663830,881731,10/01/2016
3663955,182609,11/02/2016
3664016,527281,11/01/2016
3664083,424276,11/01/2016
3664087,115507,11/01/2016
3664165,187219,11/07/2016
3664165,441881,11/07/2016
3664165,453431,11/07/2016
3664167,191691,11/09/2016
3664171,180203,11/01/2016
3664192,180203,11/01/2016
3664358,422128,11/01/2016
3664393,421456,11/22/2016
4525031,426688,05/15/2017
4525031,887728,05/15/2017
4525126,417091,05/10/2017
4525154,187289,05/01/2017
4525291,429899,05/15/2017
4525305,168347,05/19/2017
4525308,187301,10/01/2016
4525308,419431,10/01/2016
4525308,422936,10/01/2016
4525308,427846,10/01/2016
4525308,428402,10/01/2016
4525308,429131,10/01/2016
4525308,432677,10/01/2016
4525308,754242,10/01/2016
4525308,790524,10/01/2016
4525361,299674,05/01/2017
4525437,432318,10/01/2016
4525437,458270,10/01/2016
4525454,182358,05/15/2017
4525454,420928,05/15/2017
4525493,115507,10/01/2016
4525625,441883,05/19/2017
4525727,299674,05/01/2017
4536244,183365,12/21/2016
4536256,412797,09/30/2016
4536256,422087,09/30/2016
4536256,423187,09/30/2016
4536256,423682,09/30/2016
4536256,430162,09/30/2016
4536256,489173,09/30/2016
4536302,438358,01/23/2017
4536313,428869,12/01/2016
4536317,884220,01/01/2017
4536364,412554,01/01/2017
4536462,459446,02/01/2017
4536619,428120,02/01/2017
4536678,417142,02/01/2017
4536691,419093,02/01/2017
4536692,766871,02/01/2017
4536700,182202,02/01/2017
4536700,189284,02/01/2017
4536700,419026,02/01/2017
4536700,422702,02/01/2017
4536700,426856,02/01/2017
4536700,434261,02/01/2017
4536761,427334,12/01/2016
4536846,557389,02/01/2017
4536887,179088,02/01/2017
4536906,478006,02/01/2017
4536914,449803,02/01/2017
4536930,582167,02/01/2017
4536960,427333,02/01/2017
4536967,477939,02/01/2017
4536973,417231,02/01/2017
4536973,596810,02/01/2017
4536973,840188,02/01/2017
4536973,881805,02/01/2017
4537044,427398,02/01/2017
4537044,456881,02/01/2017
4537060,181172,02/01/2017
4537080,416497,02/01/2017
4537088,96761,02/01/2017
4537118,433990,02/01/2017
4537166,431935,02/01/2017
4537203,93391,02/01/2017
4537279,478006,02/01/2017
4537319,411703,02/01/2017
4537362,416904,02/01/2017
4537749,418065,02/01/2017
4537779,184840,02/01/2017
4537785,427333,02/01/2017
4537786,417231,02/01/2017
4537786,596810,02/01/2017
4537786,840188,02/01/2017
4537786,881805,02/01/2017
4537869,182370,02/01/2017
4537869,186062,02/01/2017
4537869,444661,02/01/2017
4537869,883133,02/01/2017
4537873,460607,02/01/2017
4537881,589386,02/01/2017
4537901,427037,02/01/2017
4537901,432055,02/01/2017
4537901,434970,02/01/2017
4537913,185080,02/01/2017
4537913,419529,02/01/2017
4537983,417785,02/01/2017
4537983,418119,02/01/2017
4537983,419419,02/01/2017
4537983,461324,02/01/2017
4537983,509318,02/01/2017
4538002,427663,02/01/2017
4538108,427037,02/01/2017
4538108,432055,02/01/2017
4538108,434970,02/01/2017
4538160,452669,02/01/2017
4538181,182289,02/01/2017
4538181,427477,02/01/2017
4538181,545173,02/01/2017
4538181,884940,02/01/2017
4538263,419618,02/01/2017
4538274,182289,02/01/2017
4538274,545173,02/01/2017
4538274,884940,02/01/2017
4538310,582167,02/01/2017
4538320,115482,02/01/2017
4538320,418813,02/01/2017
4538320,432976,02/01/2017
4538430,427219,02/01/2017
4538482,422617,09/01/2016
4538514,424277,02/01/2017
4538514,727620,02/01/2017
4538556,173206,02/01/2017
4538556,608870,02/01/2017
4538635,727620,02/01/2017
4538641,182289,02/01/2017
4538641,545173,02/01/2017
4538641,884940,02/01/2017
4538701,435230,02/01/2017
4538701,436243,02/01/2017
4538737,115507,02/01/2017
4538747,840188,02/01/2017
4538747,881805,02/01/2017
4538806,425155,02/01/2017
4538942,185486,02/01/2017
4538956,421166,02/01/2017
4538983,115507,02/01/2017
4538983,418759,02/01/2017
4539001,433165,02/01/2017
4539040,419348,02/01/2017
4539040,435859,02/01/2017
4539103,419093,02/01/2017
4539138,423600,02/01/2017
4539138,425152,02/01/2017
